user_id,shop_id,time_stamp,longitude,latitude,wifi_id1,wifi_strong1,con_sta1,wifi_id2,wifi_strong2,con_sta2,wifi_id3,wifi_strong3,con_sta3,wifi_id4,wifi_strong4,con_sta4,wifi_id5,wifi_strong5,con_sta5,wifi_id6,wifi_strong6,con_sta6,wifi_id7,wifi_strong7,con_sta7,wifi_id8,wifi_strong8,con_sta8,wifi_id9,wifi_strong9,con_sta9,wifi_id10,wifi_strong10,con_sta10
u_3604,s_149642,2017/8/15 9:40,122.346922,31.834588,b_33798074,-90,FALSE,b_30210843,-66,FALSE,b_50360261,-50,FALSE,b_21741453,-71,TRUE,b_50360262,-55,FALSE,b_15017137,-69,FALSE,b_825631,-70,FALSE,b_50926119,-69,FALSE,b_825630,-70,FALSE,b_25145248,-62,"false
"
u_4250,s_9899,2017/8/31 18:10,122.180159,32.182159,b_43457259,-61,FALSE,b_26427950,-66,FALSE,b_43457266,-66,FALSE,b_43457263,-67,FALSE,b_43457239,-71,FALSE,b_26403534,-65,FALSE,b_43457260,-67,FALSE,b_39330590,-47,FALSE,b_43457238,-69,FALSE,b_43457264,-59,"false
"
u_4508,s_433348,2017/8/13 11:20,122.180268,32.181842,b_388397,-69,FALSE,b_41060814,-64,FALSE,b_13871837,-91,FALSE,b_12777368,-42,FALSE,b_39339960,-29,FALSE,b_41311293,-75,FALSE,b_1062179,-46,FALSE,b_43457446,-63,FALSE,b_26411134,-73,FALSE,b_43457042,-48,"false
"
u_5026,s_301215,2017/8/13 21:30,116.863767,40.328104,b_62539,-69,FALSE,b_62468,-81,FALSE,b_62538,-70,FALSE,b_51049263,-88,FALSE,b_62579,-80,FALSE,b_34721371,-53,FALSE,b_18904865,-68,FALSE,b_62578,-78,FALSE,b_62467,-84,FALSE,b_1174107,-83,"false
"
u_5488,s_190419,2017/8/5 14:10,116.863762,40.328626,b_30761718,-71,FALSE,b_2482340,-81,FALSE,b_62429,-89,FALSE,b_4196359,-63,FALSE,b_5148262,-62,FALSE,b_30966896,-87,FALSE,b_62436,-83,"false
",,,,,,,,,
u_5488,s_190419,2017/8/5 14:10,116.863969,40.328704,b_30966896,-87,FALSE,b_4196359,-63,FALSE,b_62429,-89,FALSE,b_5148262,-62,FALSE,b_2482340,-81,FALSE,b_62436,-83,FALSE,b_30761718,-71,"false
",,,,,,,,,
u_5488,s_190419,2017/8/5 14:30,116.863969,40.328704,b_2482340,-72,FALSE,b_2482358,-70,FALSE,b_4196359,-52,FALSE,b_52387725,-75,FALSE,b_28976954,-77,FALSE,b_5148262,-52,FALSE,b_19694008,-75,FALSE,b_2484772,-76,FALSE,b_45614225,-83,FALSE,b_30761718,-65,"false
"
u_5488,s_190419,2017/8/5 14:30,116.863762,40.328626,b_30761718,-65,FALSE,b_2484772,-76,FALSE,b_52387725,-75,FALSE,b_5148262,-52,FALSE,b_2482340,-72,FALSE,b_45614225,-83,FALSE,b_2482358,-70,FALSE,b_28976954,-77,FALSE,b_4196359,-52,FALSE,b_19694008,-75,"false
"
u_5602,s_3494433,2017/8/16 14:40,121.19241,31.799353,b_47636589,-54,FALSE,b_49970611,-52,FALSE,b_20987835,-53,FALSE,b_32390667,-43,FALSE,b_13780614,-47,FALSE,b_5170788,-53,FALSE,b_11920465,-49,FALSE,b_43927194,-53,FALSE,b_6807449,-47,FALSE,b_8095799,-52,"false
"
u_5602,s_3494433,2017/8/16 14:40,121.192433,31.799354,b_13780614,-49,FALSE,b_47636589,-55,FALSE,b_20987835,-55,FALSE,b_11920465,-48,FALSE,b_43927194,-46,FALSE,b_8095799,-53,FALSE,b_49970611,-43,FALSE,b_5170788,-55,FALSE,b_6807449,-44,FALSE,b_32390667,-44,"false
"
u_5602,s_54272,2017/8/19 15:40,121.312496,31.918405,b_56327904,-80,FALSE,b_56795981,-89,FALSE,b_52265702,-76,FALSE,b_56325884,-57,FALSE,b_56327056,-58,FALSE,b_56326825,-76,FALSE,b_56327057,-58,FALSE,b_56325883,-57,FALSE,b_56326824,-63,FALSE,b_56327865,-87,"false
"
u_5870,s_452164,2017/8/13 14:10,114.474354,31.080255,b_17036921,-74,FALSE,b_41006120,-53,FALSE,b_31541693,-74,FALSE,b_20559092,-81,FALSE,b_1101083,-55,FALSE,b_17037161,-76,FALSE,b_1101084,-57,FALSE,b_56971418,-87,FALSE,b_17036938,-75,FALSE,b_17036939,-72,"false
"
u_6429,s_573614,2017/8/24 18:40,112.325681,32.686534,b_44144616,-69,FALSE,b_30738220,-73,FALSE,b_56326041,-66,FALSE,b_39425960,-75,FALSE,b_25454418,-70,FALSE,b_27001565,-76,FALSE,b_13300208,-84,FALSE,b_40970089,-75,FALSE,b_56323845,-64,FALSE,b_30747786,-72,"false
"
u_6429,s_1151286,2017/8/24 20:20,112.324722,32.68578,b_29536373,-57,FALSE,b_30837832,-88,FALSE,b_52594626,-78,FALSE,b_14091811,-55,FALSE,b_6064976,-87,FALSE,b_49878718,-90,FALSE,b_11440569,-82,FALSE,b_43819041,-91,FALSE,b_49840798,-82,FALSE,b_49468128,-45,"false
"
u_6870,s_161222,2017/8/17 21:00,119.865366,26.661257,b_1097518,-55,FALSE,b_21023130,-73,FALSE,b_40971803,-79,FALSE,b_31012182,-73,FALSE,b_21594183,-65,FALSE,b_32262627,-69,FALSE,b_49197162,-89,FALSE,b_1097520,-49,FALSE,b_1097519,-54,FALSE,b_33726681,-66,"false
"
u_6910,s_389470,2017/8/3 19:20,121.531974,38.216484,b_1104622,-64,FALSE,b_39379174,-64,FALSE,b_39379196,-78,FALSE,b_39379195,-77,FALSE,b_39379171,-64,FALSE,b_39379194,-78,FALSE,b_39379193,-77,FALSE,b_1104620,-52,FALSE,b_39379173,-65,FALSE,b_39379172,-65,"false
"
u_7037,s_3947923,2017/8/19 18:20,120.694582,31.953834,b_16189993,-69,FALSE,b_40374755,-44,FALSE,b_28446477,-73,FALSE,b_19054829,-71,FALSE,b_22055549,-69,FALSE,b_28446467,-70,FALSE,b_19054839,-70,FALSE,b_22055559,-71,FALSE,b_16189982,-68,FALSE,b_28446478,-73,"false
"
u_7079,s_2846762,2017/8/29 11:50,104.815122,30.962255,b_29489108,-72,FALSE,b_44129030,-88,FALSE,b_39636096,-67,FALSE,b_14097244,-77,FALSE,b_7994348,-71,FALSE,b_43805837,-79,FALSE,b_36268284,-77,FALSE,b_42783479,-93,FALSE,b_3551951,-82,FALSE,b_40175399,-56,"false
"
u_7869,s_461089,2017/8/6 12:20,121.962792,31.652743,b_36138751,-80,FALSE,b_51989743,-47,FALSE,b_40651609,-68,FALSE,b_1082553,-49,FALSE,b_40856688,-87,FALSE,b_1082554,-51,FALSE,b_21782098,-72,FALSE,b_33936785,-76,FALSE,b_36138747,-76,FALSE,b_33936787,-82,"false
"
u_8045,s_3996822,2017/8/27 13:30,122.255555,31.351351,b_21685945,-84,FALSE,b_21685946,-87,FALSE,b_21685859,-54,FALSE,b_50069321,-61,FALSE,b_21685858,-54,FALSE,b_21685948,-84,FALSE,b_21685856,-54,FALSE,b_21685944,-83,FALSE,b_21685854,-54,FALSE,b_21685947,-82,"false
"
u_8209,s_735651,2017/8/26 11:40,122.18171,32.182378,b_43457311,-83,FALSE,b_49726202,-83,FALSE,b_31074764,-86,FALSE,b_43457313,-82,FALSE,b_20582956,-82,FALSE,b_43457309,-81,FALSE,b_43457307,-78,FALSE,b_43457308,-81,FALSE,b_43457310,-83,FALSE,b_43457312,-83,"false
"
u_8217,s_366798,2017/8/18 15:00,111.33192,31.227772,b_26555194,-71,FALSE,b_44320042,-91,FALSE,b_47915962,-76,FALSE,b_48696185,-89,FALSE,b_48247522,-87,FALSE,b_14193195,-83,FALSE,b_36981340,-92,FALSE,b_52772198,-91,FALSE,b_43910364,-16,TRUE,b_42192002,-88,"false
"
u_8217,s_366798,2017/8/29 16:30,111.331909,31.227901,b_43942126,-89,FALSE,b_41995860,-90,FALSE,b_45523904,-80,FALSE,b_16279876,-93,FALSE,b_43910364,-16,TRUE,b_26555194,-63,FALSE,b_36981340,-84,FALSE,b_47915962,-78,"false
",,,,,,
u_8234,s_70790,2017/8/6 16:50,121.963294,31.652419,b_309850,-79,FALSE,b_27714427,-69,FALSE,b_57167008,-52,FALSE,b_26382214,-77,FALSE,b_1610980,-35,FALSE,b_310139,-79,FALSE,b_33326334,-29,FALSE,b_308945,-78,FALSE,b_1610981,-52,FALSE,b_56950989,-31,"false
"
u_8804,s_410754,2017/8/5 15:50,114.829734,31.231755,b_8707346,-91,FALSE,b_31873963,-84,FALSE,b_8707345,-89,FALSE,b_8703741,-83,FALSE,b_31874315,-84,FALSE,b_31874322,-83,FALSE,b_4515461,-55,FALSE,b_31873962,-75,FALSE,b_31874279,-88,FALSE,b_31874405,-85,"false
"
u_8880,s_271526,2017/8/25 20:20,106.964189,29.794406,b_43721948,-73,FALSE,b_752517,-63,FALSE,b_23158737,-77,FALSE,b_752505,-73,FALSE,b_8630178,-65,FALSE,b_4406938,-73,FALSE,b_43357189,-80,FALSE,b_23304019,-72,FALSE,b_8630180,-60,FALSE,b_20532774,-40,"false
"
u_9347,s_538266,2017/8/17 17:50,117.913778,39.590094,b_13683280,-72,FALSE,b_4525659,-73,FALSE,b_45327153,-71,FALSE,b_33028373,-76,FALSE,b_55504964,-72,FALSE,b_31558760,-70,FALSE,b_53095972,-73,FALSE,b_25786234,-53,FALSE,b_30269895,-71,FALSE,b_9175611,-73,"false
"
u_9518,s_1960167,2017/8/22 18:50,104.440013,31.362855,b_3515132,-73,FALSE,b_16344725,-84,FALSE,b_33109125,-80,FALSE,b_29597155,-86,FALSE,b_16344796,-76,FALSE,b_16344808,-82,FALSE,b_41215441,-74,FALSE,b_293352,-78,FALSE,b_40921411,-75,FALSE,b_27716734,-36,"true
"
u_9611,s_2767452,2017/8/7 14:10,109.093933,34.396344,b_26708538,-78,FALSE,b_33558918,-77,FALSE,b_27112979,-69,FALSE,b_29762939,-67,FALSE,b_53753780,-78,FALSE,b_2623961,-74,FALSE,b_8151669,-60,FALSE,b_22021421,-82,FALSE,b_22017211,-83,FALSE,b_20566754,-33,"false
"
u_9611,s_684235,2017/8/5 15:30,109.264884,35.258471,b_31569692,-83,FALSE,b_45321577,-82,FALSE,b_3813162,-74,FALSE,b_44663058,-79,FALSE,b_30995953,-74,FALSE,b_40101856,-75,FALSE,b_32121964,-76,FALSE,b_26708595,-81,FALSE,b_45322969,-79,FALSE,b_45322644,-65,"false
"
u_9611,s_539726,2017/8/5 15:40,109.26527,35.258223,b_45321577,-71,FALSE,b_45323103,-74,FALSE,b_45322969,-61,FALSE,b_26708595,-84,FALSE,b_12783006,-78,FALSE,b_12783007,-84,FALSE,b_42964305,-77,FALSE,b_16350932,-85,FALSE,b_55017003,-88,FALSE,b_45322334,-80,"false
"
u_9611,s_684235,2017/8/5 18:10,109.264854,35.258351,b_42964305,-83,FALSE,b_55544018,-53,FALSE,b_43272632,-91,FALSE,b_45322949,-69,FALSE,b_45322644,-71,FALSE,b_30995958,-89,FALSE,b_44663058,-82,FALSE,b_45321577,-79,FALSE,b_26708595,-84,FALSE,b_40101856,-85,"false
"
u_9721,s_165228,2017/8/19 20:10,116.862567,40.327446,b_44342842,-45,FALSE,b_9997502,-85,FALSE,b_29177575,-68,FALSE,b_8551975,-91,FALSE,b_30638667,-88,FALSE,b_18119113,-84,FALSE,b_27683688,-62,FALSE,b_49747231,-71,FALSE,b_6414716,-61,FALSE,b_20718482,-73,"false
"
u_9950,s_149642,2017/8/6 13:50,122.346942,31.834576,b_25145248,-55,FALSE,b_17791227,-78,FALSE,b_31656524,-80,FALSE,b_35952207,-72,FALSE,b_19887254,-71,FALSE,b_15017137,-74,FALSE,b_4747788,-78,FALSE,b_11229080,-76,FALSE,b_22076003,-73,FALSE,b_30210843,-69,"false
"
u_10070,s_469554,2017/8/15 13:10,122.27112,37.980596,b_38072610,-81,FALSE,b_50599459,-80,FALSE,b_50599364,-51,FALSE,b_43720967,-75,FALSE,b_30581073,-85,FALSE,b_32309637,-82,FALSE,b_32490991,-79,FALSE,b_50599453,-39,FALSE,b_36556046,-77,FALSE,b_44447000,-74,"false
"
u_10070,s_136579,2017/8/27 12:20,122.27358,37.980123,b_30530081,-45,FALSE,b_22905045,-72,FALSE,b_7611761,-84,FALSE,b_39341556,-75,FALSE,b_26440283,-77,FALSE,b_52438570,-58,FALSE,b_39341557,-75,FALSE,b_52692239,-64,FALSE,b_396358,-70,FALSE,b_52012532,-67,"false
"
u_10280,s_2975978,2017/8/26 21:30,118.048097,31.892416,b_39967263,-56,FALSE,b_8685364,-76,FALSE,b_8685442,-51,FALSE,b_39927752,-85,FALSE,b_9685089,-61,FALSE,b_15774214,-52,FALSE,b_52598273,-61,FALSE,b_8685437,-90,FALSE,b_9540841,-56,FALSE,b_8685511,-76,"false
"
u_10280,s_411850,2017/8/12 20:30,118.048044,31.893608,b_8685322,-77,FALSE,b_28358758,-78,FALSE,b_1815709,-77,FALSE,b_8685321,-68,FALSE,b_14293852,-80,FALSE,b_14293851,-76,FALSE,b_38279061,-86,FALSE,b_1188854,-92,FALSE,b_1188878,-90,FALSE,b_31125383,-66,"false
"
u_10280,s_411850,2017/8/12 19:40,118.048044,31.893608,b_49716619,-53,FALSE,b_29128581,-68,FALSE,b_8685361,-59,FALSE,b_8685362,-80,FALSE,b_34344421,-85,FALSE,b_39335614,-78,FALSE,b_8685314,-80,FALSE,b_45355291,-80,FALSE,b_34920204,-42,FALSE,b_34344420,-83,"false
"
u_10280,s_411850,2017/8/12 19:40,118.04861,31.893518,b_45355291,-80,FALSE,b_8685362,-80,FALSE,b_34344420,-83,FALSE,b_8685361,-59,FALSE,b_29128581,-68,FALSE,b_34920204,-42,FALSE,b_8685314,-80,FALSE,b_39335614,-78,FALSE,b_49716619,-53,FALSE,b_34344421,-85,"false
"
u_10280,s_411850,2017/8/12 20:30,118.04861,31.893518,b_8685322,-77,FALSE,b_1188878,-90,FALSE,b_14293852,-80,FALSE,b_8685321,-68,FALSE,b_1815709,-77,FALSE,b_38279061,-86,FALSE,b_14293851,-76,FALSE,b_28358758,-78,FALSE,b_1188854,-92,FALSE,b_31125383,-66,"false
"
u_10437,s_3816766,2017/8/15 20:40,122.256024,31.351478,b_21685846,-47,FALSE,b_21685852,-47,FALSE,b_21685850,-47,TRUE,b_39004167,-63,FALSE,b_39004179,-62,FALSE,b_39004151,-61,FALSE,b_21685849,-48,FALSE,b_21685851,-47,FALSE,b_21685847,-48,FALSE,b_21685848,-47,"false
"
u_11198,s_240662,2017/8/22 18:10,119.627797,26.746761,b_47920994,-32,FALSE,b_33727352,-70,FALSE,b_5131267,-70,FALSE,b_2404372,-86,FALSE,b_24103480,-68,"false
",,,,,,,,,,,,,,,
u_11776,s_297192,2017/8/15 20:40,121.963307,31.653268,b_33826121,-60,FALSE,b_33826070,-48,FALSE,b_33826122,-69,FALSE,b_33826097,-45,FALSE,b_33826098,-47,FALSE,b_24303924,-50,FALSE,b_2967685,-64,FALSE,b_33824421,-49,FALSE,b_33826071,-49,FALSE,b_33826128,-63,"false
"
u_11776,s_388487,2017/8/15 16:00,121.96373,31.653825,b_30034987,-50,FALSE,b_33936609,-49,FALSE,b_16935678,-49,FALSE,b_36138584,-50,FALSE,b_22540274,-52,FALSE,b_22540273,-57,FALSE,b_3927288,-69,FALSE,b_49952437,-72,FALSE,b_25818291,-65,FALSE,b_25816497,-80,"false
"
u_11838,s_3236609,2017/8/3 15:30,122.177725,38.427641,b_49966386,-64,FALSE,b_14938641,-42,FALSE,b_50440616,-89,FALSE,b_14938647,-52,FALSE,b_15532348,-91,FALSE,b_39860545,-42,FALSE,b_31615764,-88,FALSE,b_5065447,-87,FALSE,b_49966387,-75,FALSE,b_29340478,-85,"false
"
u_11919,s_767494,2017/8/10 12:30,122.347307,31.83384,b_4121837,-53,FALSE,b_1064727,-52,FALSE,b_7446853,-52,FALSE,b_13587661,-52,FALSE,b_26876264,-69,FALSE,b_20822369,-63,FALSE,b_26541042,-62,FALSE,b_37896765,-81,FALSE,b_30855884,-57,FALSE,b_15608190,-65,"false
"
u_11919,s_5947,2017/8/10 12:30,122.347347,31.833675,b_15853307,-69,FALSE,b_13587700,-57,FALSE,b_15608190,-66,FALSE,b_37896765,-85,FALSE,b_8765141,-47,FALSE,b_2968474,-38,FALSE,b_8765138,-48,FALSE,b_8765140,-47,FALSE,b_7683834,-65,FALSE,b_8449814,-27,"false
"
u_12011,s_551165,2017/8/27 14:10,121.448393,31.62968,b_7421817,-50,FALSE,b_30230070,-94,FALSE,b_7318505,-54,FALSE,b_30230032,-71,FALSE,b_5484542,-64,FALSE,b_30230033,-71,FALSE,b_30230035,-75,FALSE,b_30230036,-75,FALSE,b_5478285,-82,FALSE,b_30230037,-75,"false
"
u_12017,s_432784,2017/8/18 14:10,112.325904,32.686498,b_52892432,-34,FALSE,b_29107621,-68,FALSE,b_52652741,-65,FALSE,b_29107620,-65,FALSE,b_29107618,-69,FALSE,b_34299254,-86,FALSE,b_25157722,-41,FALSE,b_25162302,-49,FALSE,b_38334930,-28,FALSE,b_29107619,-62,"false
"
u_12017,s_4339,2017/8/18 14:20,112.325839,32.687939,b_16787961,-66,FALSE,b_37420854,-59,TRUE,b_44340787,-80,FALSE,b_16787960,-60,FALSE,b_45251905,-61,FALSE,b_56325819,-40,FALSE,b_56322563,-79,FALSE,b_56326656,-71,FALSE,b_56323533,-64,FALSE,b_15589588,-70,"false
"
u_13109,s_413580,2017/8/13 19:00,114.473289,31.080222,b_28063206,-47,FALSE,b_34885852,-51,FALSE,b_17037289,-79,FALSE,b_50467219,-72,FALSE,b_43599103,-83,FALSE,b_51487036,-69,FALSE,b_27654410,-63,TRUE,b_4334752,-49,FALSE,b_28063204,-52,FALSE,b_30531421,-37,"false
"
u_13180,s_604417,2017/8/6 13:10,117.838078,25.332655,b_793729,-59,FALSE,b_793730,-57,FALSE,b_37090699,-79,FALSE,b_42286762,-69,FALSE,b_10017701,-81,FALSE,b_8675165,-45,FALSE,b_799567,-59,FALSE,b_15272873,-82,FALSE,b_8675166,-48,FALSE,b_33006624,-56,"false
"
u_13221,s_97629,2017/8/5 13:50,114.516949,30.91199,b_32426917,-61,FALSE,b_14926896,-43,FALSE,b_15087989,-50,FALSE,b_54117993,-69,FALSE,b_14926897,-59,FALSE,b_54117992,-54,FALSE,b_9596350,-46,TRUE,b_55216432,-56,FALSE,b_30377745,-57,FALSE,b_37394427,-60,"false
"
u_13221,s_3389567,2017/8/5 13:50,114.516935,30.911976,b_37394427,-60,FALSE,b_9596350,-53,TRUE,b_30377745,-53,FALSE,b_14926896,-47,FALSE,b_32426917,-64,FALSE,b_14926897,-67,FALSE,b_15087989,-50,FALSE,b_54117993,-76,FALSE,b_54117992,-69,FALSE,b_55216432,-53,"false
"
u_13373,s_256254,2017/8/6 16:30,116.862077,40.326515,b_51355596,-30,FALSE,b_62765,-55,FALSE,b_1107041,-70,FALSE,b_48812028,-52,FALSE,b_1107040,-71,FALSE,b_62766,-54,FALSE,b_62627,-56,FALSE,b_29284311,-64,FALSE,b_62817,-75,FALSE,b_26393263,-82,"false
"
u_13373,s_2527,2017/8/6 17:30,116.861537,40.326611,b_585683,-47,FALSE,b_14034118,-37,FALSE,b_55313512,-69,FALSE,b_2480378,-59,FALSE,b_29350899,-68,FALSE,b_5379246,-67,FALSE,b_51355596,-69,FALSE,b_48812028,-67,FALSE,b_32111960,-38,FALSE,b_62621,-78,"false
"
u_13782,s_69420,2017/8/4 16:50,122.593462,31.582498,b_7154640,-60,FALSE,b_7390895,-51,FALSE,b_41311470,-83,FALSE,b_7396996,-58,FALSE,b_7154822,-51,FALSE,b_7141039,-52,FALSE,b_389277,-57,FALSE,b_7390751,-60,FALSE,b_1069009,-44,FALSE,b_10996946,-57,"false
"
u_13782,s_52283,2017/8/14 20:40,122.309295,32.088638,b_11592648,-74,FALSE,b_56326068,-61,FALSE,b_29949970,-91,FALSE,b_38187267,-75,FALSE,b_56326069,-61,FALSE,b_5275590,-59,FALSE,b_26358878,-80,FALSE,b_56325963,-78,FALSE,b_29950498,-62,FALSE,b_16066634,-87,"false
"
u_14015,s_783060,2017/8/20 13:20,122.177856,38.428478,b_21662957,-60,FALSE,b_24930044,-59,FALSE,b_24930042,-61,FALSE,b_7849880,-79,FALSE,b_34638645,-62,FALSE,b_24930043,-60,FALSE,b_26571511,-75,FALSE,b_29418560,-56,FALSE,b_37934314,-66,FALSE,b_26627378,-76,"false
"
u_14073,s_1345550,2017/8/8 13:40,113.563531,23.158193,b_1859715,-72,FALSE,b_29244591,-74,FALSE,b_1859714,-60,FALSE,b_12313358,-52,FALSE,b_15149444,-67,FALSE,b_45633276,-71,FALSE,b_47392252,-74,FALSE,b_48758424,-29,FALSE,b_56214404,-46,FALSE,b_47392325,-42,"false
"
u_14722,s_89927,2017/8/30 13:30,111.339963,31.216936,b_224564,-75,FALSE,b_224556,-78,FALSE,b_4711675,-78,FALSE,b_28669526,-80,FALSE,b_30926699,-78,FALSE,b_224338,-85,FALSE,b_56323905,-80,FALSE,b_54196644,-44,FALSE,b_224314,-83,FALSE,b_22532610,-71,"false
"
u_14858,s_140773,2017/8/13 12:10,122.594662,31.581994,b_4701855,-49,FALSE,b_12135083,-49,FALSE,b_28069317,-48,FALSE,b_25312205,-32,FALSE,b_7154750,-82,FALSE,b_7154808,-64,FALSE,b_25313465,-52,FALSE,b_25313464,-52,FALSE,b_7154746,-59,FALSE,b_50369579,-61,"false
"
u_15023,s_550401,2017/8/4 19:30,112.32548,32.687232,b_56323451,-69,FALSE,b_49469289,-40,FALSE,b_1055242,-63,FALSE,b_29961426,-78,FALSE,b_14807323,-35,FALSE,b_56326913,-44,FALSE,b_29951487,-59,FALSE,b_1055241,-64,FALSE,b_50113934,-62,FALSE,b_29951196,-77,"false
"
u_15389,s_3818188,2017/8/20 20:50,118.899052,25.432773,b_38236918,-71,FALSE,b_11588246,-75,FALSE,b_31921095,-85,FALSE,b_15608716,-81,FALSE,b_2845625,-58,FALSE,b_49827398,-30,TRUE,b_40759109,-75,FALSE,b_7120049,-30,FALSE,b_48779196,-44,FALSE,b_8339539,-81,"false
"
u_15632,s_210852,2017/8/8 10:20,114.474099,31.080804,b_37813581,-57,FALSE,b_10856789,-78,FALSE,b_15126495,-78,FALSE,b_54889618,-77,FALSE,b_17037380,-35,FALSE,b_17037379,-36,FALSE,b_4337554,-84,FALSE,b_26683988,-79,FALSE,b_12683769,-67,FALSE,b_34534716,-73,"false
"
u_16120,s_3351355,2017/8/23 18:20,117.365599,40.666589,b_10545574,-64,FALSE,b_28668988,-73,FALSE,b_38746179,-73,FALSE,b_56716804,-68,FALSE,b_26244816,-70,TRUE,b_25290308,-63,FALSE,b_36246143,-50,FALSE,b_10559311,-57,FALSE,b_10548504,-62,FALSE,b_26061730,-77,"false
"
u_17394,s_552320,2017/8/19 19:20,117.702897,35.132315,b_3672241,-68,FALSE,b_11641326,-21,FALSE,b_56323976,-60,FALSE,b_31816091,-76,FALSE,b_33947928,-77,FALSE,b_30054858,-80,FALSE,b_16393472,-75,FALSE,b_17861768,-79,FALSE,b_39438221,-80,FALSE,b_16393473,-75,"false
"
u_17423,s_3793826,2017/8/23 20:30,114.639319,35.552149,b_13776920,-43,FALSE,b_33791982,-79,FALSE,b_33791983,-79,FALSE,b_33812148,-61,FALSE,b_21758350,-87,FALSE,b_33791413,-85,FALSE,b_33812149,-61,FALSE,b_21758315,-80,FALSE,b_33791984,-79,FALSE,b_33812150,-61,"false
"
u_17874,s_143910,2017/8/1 8:10,122.593848,31.582325,b_44697367,-70,FALSE,b_53744527,-56,FALSE,b_17726265,-72,FALSE,b_25929251,-78,FALSE,b_53744957,-53,FALSE,b_17598854,-72,FALSE,b_53744528,-63,FALSE,b_53744958,-59,FALSE,b_17726252,-77,FALSE,b_2735421,-61,"false
"
