id,segment
39,报警人称被丈夫打，一人伤，无需救护，未持械，请民警到场处理。
40,报警人称其被老公打，刚从医院回去还有10分钟到上址，称现其老公人在家，请民警到场处理。请民警到场处理并注意自身安全。
41,报警人被丈夫打，未持械，请民警到场处理。请民警携带必要的防护设备，并注意自身安全。
42,报警人被老公打，无持械，无需救护车，(请携带必要的个人防护装备，并注意自身安全)，请民警到场处理。
43,报警人被老公打，无持械，无需救护车，(请携带必要的个人防护装备，并注意自身安全)，请民警到场处理。
44,报警人被老公打，老公在家，称其老公拿刀 无需120，报警人上址等 请民警到场处理。请携带必要的防护装备，并请注意自身安全。
45,报警人被老公打，无持械，无需救护车，(请携带必要的个人防护装备，并注意自身安全)，请民警到场处理。
46,报警人称被丈夫打，一人伤，无需救护，请民警到场处理。
47,报警人被老公打 无需救护车 之前拿刀 现在放下刀 请民警携带必要防护装备并注意自身安全。
48,被老公打，请民警携带必要的防护装备，并注意自身安全，请民警到场处理
49,被老公打耳光，无需120，请民警到场处理。
50,报警人被老公打，请民警到场处理。
51,报警人是残疾人，被老公打伤后的处理纠纷 请民警到场处理。
52,报警人被老公打伤，请民警到场处理。
53,称被老公打，1人伤，需要救护（已经通知120，如不需要救护车，请致电120或110）请民警到场处理。
54,报警人被老公打 无持械 无人伤 请民警到场处理。（内线：22649)
55,称被老公打，无持械，无人伤，请民警到场处理。
56,被老公打，暂时无需120，请民警到场处理。(请携带必要的个人防护装备，并注意自身安全)
57,被丈夫打，无需120，请民警到场处理。
58,报警人称被老公打，人无事，拿木制梯子打，现其老公人走了，请民警到场处理。
59,称被老公打，持刀，无人伤，请民警携带必要的防护设备，并注意自身安全。
60,报警人称被丈夫打伤，无需120，未持械
61,称被其老公打了，无持械，1人伤无需救护，请民警到场处理。
62,报警人被老公打，无持械，无需救护，请民警到场处理。
63,报警人自称被其丈夫打，无持械，人伤无需救护，请民警到场处理并注意自身安全。
64,家庭纠纷引发，报警人被老公打，持械（无），人伤（无），请民警携带必要的防护设备。请民警到场处理并注意自身安全。
65,称被老公打，未持械，人无事，请民警到场处理。
66,称被丈夫打，未持械，人伤，无需救护，请民警到场处理。
67,被丈夫打伤，未持械，不需救护，报警人上址等民警，请民警到场处理。
68,报警人称被老公打 请民警到场处理。
69,报警人被老公打，请民警到场处理。
70,报警人被老公打，对方离去 1人伤 无需救护 请民警到场处理。
71,报警人被丈夫打 家庭暴力 请民警到场处理。
72,报警人被老公打，无持械，人伤无需120，请民警到场处理。
73,报警人称被其老公打，(请携带必要的个人防护装备，并注意自身安全)请民警到场处理。
74,报警人称被老公打 无持械  请民警到场处理。
75,家暴被老公打，无持械，头晕，无需救护，请民警到场处理。
76,报警人被老公打，请民警到场处理。
77,称自己被老公打 1人伤 无需救护 请民警到场处理。
78,称被老公打 1人伤（已经通知120，如不需要救护车，请致电120或110） 持械情况不明。请民警携带必要防护装备并注意自身安全。
79,报警人称被老公打 无持械 无需救护车 (请携带必要的个人防护装备，并注意自身安全)请民警到场处理。
80,报警人称被丈夫打，人未伤，请民警到场处理。
81,报警人称被老公打，未持械，人伤，无需120，请民警到场处理并注意自身安全。001238  22：15
82,被老公打（老公称扬言持刀），未持械，人伤不明，无需120，请民警携带必要的防护设备，并注意自身安全。请民警到场处理。
83,报警人被老公打，对方在场，无持械，人无事 请民警到场处理。
84,家暴 被老公打其 持凳子 人伤无需救护 请民警到场处理。
85,家暴，称被其老公打了，无持械，1人伤无需救护，请民警到场处理。
86,报警人称被老公打，并称老公持3把刀，请民警携带必备的个人防护设备，注意自身安全。
87,报警人被老公打  手持刀  无人伤 (请携带必要的个人防护装备，并注意自身安全) 老年活动室等民警
88,家暴，被老公打，拿手机砸，报警人伤，无需120，请民警到场处理。请民警携带必要的防护设备，并注意自身安全。（内线：22681）21：26  001798
89,报警人称被丈夫打，未持械，人伤无需救护，请民警到场处理并注意自身安全。
90,称被丈夫打，请民警到场处理。
91,家庭纠纷引发，报警人被老公打，持械（无），人伤（无），请民警携带必要的防护设备。请民警到场处理并注意自身安全。
92,被老公打，无需救护，请民警到场处理。
93,报警人称被老公打，无伤，请民警到场处理。
94,报警人被老公打，无持械，人伤，无需120，请民警到场处理。请民警携带必要防护装备并注意自身安全。
95,报警人称被老公打伤。请民警注意安全。中断。
96,家暴 被老公打 无持械 请民警到场处理。
97,报警人被老公打，请民警到场处理
98,报警人被老公打，请民警到场处理
99,报警人被老公打，请民警到场处理。
100,报警人被丈夫打，未持械，掐起喉咙，请民警到场处理。请民警携带必要的防护设备，并注意自身安全。
101,称上址家暴（被老公打），一人伤无需救护，请民警到场处理。
102,"称被老公打，人伤需救护，请民警到场处理。（已通知卫生局，若民警到场确认不需急救车，请致电120或110）247号11：55分处"
103,报警人被丈夫打，用棍子，人伤无需救护，请民警到场处理。请民警携带必要的防护设备，并注意自身安全。
104,报警人被丈夫打 家庭暴力 请民警到场处理。
105,被老公打，夫妻纠纷引起，请民警携带必要的防护装备，并注意自身安全，请民警到场处理
106,称被丈夫打，请民警到场处理。
107,报警人称被老公打了 无持械 无需120 （请民警携带必要个人防护装备到场处理，并注意自身安全。）
108,报警人被丈夫打 无需救护 请民警携带必要的防护装备。 请民警到场处理并注意自身安全。
109,报警人被丈夫打，请民警到场处理。
110,报警人称被老公打，(请携带必要的个人防护装备，并注意自身安全)请民警到场处理。
111,报警人被老公打 上址等 请民警到场处理。
112,报警人称被老公打了，人没事，无需120，无持械，请民警携带必要的防护设备，并注意自身安全。请民警到场处理。 （内线：22670）
113,报警人被丈夫打，请民警到场处理。
114,报警人称被老公打了，未持械，无需救护，请民警到场处理。
115,称被丈夫打，手持物品砸的，头上流血无大碍但需要救护车，请民警到场处理。(已通知120，若民警到场无需120，请电告110或120.)
116,报警人称其妹妹被丈夫打，无持械，请民警到场处理。请民警带好防护装备，并做好自身防护措施
117,报警人被老公打，无持械，人伤，无需救护 ，请民警到场处
118,报警人的父亲被其丈夫打，请民警到场处理。
119,家暴，被老公打，拿刀，报警人伤，请民警到场处理。请携带必要的个人防护装备，并注意自身安全，已通知120，如民警到场确认无需急救车，请致电120。
120,被老公打，持皮带打，1人伤无需救护，请民警到场处理。请携带必要的防护装备，并请注意自身安全。
121,报警人称被丈夫打，请民警到场处理。请民警携带必要的防护设备，并注意自身安全。
122,报警人被老公打，无持械，无需救护
123,报警人被老公打 无需120，请民警到场处理。
124,报警人称被丈夫打（用脚踢），请民警到场处理。
125,家暴 其被老公打 未持械 人伤无需救护 请民警到场处理。
126,报警人称被老公打了 请民警到场处理。
127,报警人被老公打，请民警到场处理。
128,被丈夫打，持棍子，无需120，请民警到场处理。
129,民警走后 报警人被老公打 请民警到场处理。（内线：22649)
130,报警人被老公打，无持械，无需救护
131,报警人被其丈夫打，人伤不需要救护车，请民警到场处理。
132,报警人称其被老公打，请民警到场处理并注意自身安全。（内线：22681）请民警携带必要的防护设备。
133,报警人被丈夫打，无持械，请民警到场处理。
134,报警人被老公打。人伤无需120。请民警到场处理。
135,报警人称其被老公打，人伤，无需救护，未持械，请民警到场处理。请民警到场处理并注意自身安全。
136,称被老公打，自动中断，请民警到场处理。
137,报警人被老公打 称砸东西 无持械 人无事 请民警到场处理。请民警携带必要的防护设备，并注意自身安全。
138,称被老公打，请民警到场处理。请请民警带好防护装备，并做好自身防护措施。
139,报警人称其被老公打了 请民警到场处理。
140,报警人被丈夫打，请民警到场处理。
141,报警人称被老公打，未持械，人伤无需救护。请携带必要的防护装备，并请注意自身安全。
142,称被老公打，无持械 无需救护，请民警到场处理。
143,报警人称被老公打，无持械，无需救护，请民警到场处理。
144,报警人被老公打，无需120，请民警到场处理。
145,报警人被老公打，人伤，无需救护，请民警注意自身安全。
146,报警人被老公打，人伤，无需救护，请民警注意自身安全。
147,原情节 报警人被老公打，无持械，人伤无需救护 现补充情节 报警人被老公打，无持械，1人伤 头晕需要救护车 (请携带必要的个人防护装备，并注意自身安全)（已通知120，如果民警到场确认无需救护，请联系120或者110）
148,报警人被老公打，无持械，人伤无需救护。（请民警携带必要个人防护装备到场处理，并注意自身安全。）
149,报警人被丈夫打，对方在场，无持械，人无事，请民警到场处理。
150,报警人被丈夫打，请民警到场处理。
151,称被老公打，无需救护，请民警到场处理。请民警携带必要防护装备并注意自身安全。
152,报警人称被丈夫打，无需120，丈夫已离开，请民警到场处理。
153,家暴 （报警人称被老公打） 称老公拿鞋 人无事 请民警到场处理。
154,报警人被老公打，无持械，人伤，无需120，请民警到场处理。
155,报警人被老公打，对方在场，人伤无需救护，请民警到场处理。请民警带好防护装备，并做好自己防护措施。
156,报警人被丈夫打，持械不清，无人伤，请民警到场处理。
157,报警人被老公打  人伤无需救护。
158,报警人称被老公打，人伤，现无需120，请民警到场处理。
159,家暴，被老公打，无持械，请民警到场处理。
160,"报警人被老公打 同723号21：21分处"
161,报警人被老公打，现在逃到门卫室，无需救护，请民警到场处理。
162,报警人被丈夫打，请民警到场处理。
163,称被老公打，无持械，无人伤，请民警到场处理。
164,报警人被老公打，持械：盒子等，无人伤，请民警携带必要的防护设备，并注意自身安全。请民警到场处理。
165,报警人被老公打，持械：盒子等，无人伤，请民警携带必要的防护设备，并注意自身安全。请民警到场处理。（内线：22681）
166,报警人称被老公打了，因婚外情纠纷引起，有拿刀威胁过其，无需120。通话中称其老公跑了，(请民警携带必要的防护设备，并注意自身安全。)（内线：22570）
167,报警人称被丈夫打，请民警到场处理。
168,报警人称被丈夫打，人未伤，请民警到场处理。
169,称被老公打，无持械，无人伤，请民警到场处理。
170,报警人被老公打，无持械，无需救护，请民警到场处理。
171,家庭纠纷引发，报警人被老公打，持械（无），人伤（无），请民警携带必要的防护设备。请民警到场处理并注意自身安全。
172,家庭纠纷引起，报警人被老公打。无持械，人伤无需救护。（请民警携带必要个人防护装备到场处理，并注意自身安全。）
173,称被老公打了，人伤不需要救护车，请民警到场处理。
174,报警人疑似被老公打，其他不清，请民警到场处理。
175,报警人称被丈夫打了，人伤无需救护车，请民警到场处理。
176,报警人被丈夫打，无持械，请民警到场处理。
177,称被老公打，称拿皮带，1人伤，无需120，请民警到场处理。
178,报警人被丈夫打 请民警到场处理。
179,报警人称被老公打了，请民警到场处理。
180,被老公打，称要被杀，又称不需要120，请民警到场处理。请民警携带必要的防护装备，并注意自身安全。
181,被老公打，人伤无需救护，请民警到场处理。
182,报警人被老公打，对方在场，无持械 ，人无事，请民警到场处理。
183,报警人被丈夫打，掐脖子，无持械，请民警到场处理。
184,报警人被丈夫打，请民警到场处理。
185,报警人被老公打，1人伤。现在上址医治，请民警到场处理
186,报警人被丈夫打了，无持械，人无事，请民警到场处理。丈夫已离开
187,报警人被老公打，无持械，无需救护，请民警到场处理并注意自身安全。
188,报警人称被老公打，请民警到场处理并注意自身安全
189,报警人被老公打，拿不确定的东西打的，人伤无需救护，请民警到场处理。
190,报警人被老公打，无持械，无人伤，请民警到场处理。(请携带必要的个人防护装备，并注意自身安全)
191,报警人被老公打，无持械，无需救护
192,第三者纠纷。报警人被其老公打，人未伤。
193,报警人被老公打，无持械，请民警到场处理。
194,报警人被老公打 无持械 无需救护车 请民警携带必要防护装备并注意自身安全。
195,报警人被老公打，持衣架，1人伤，无需救护车(请携带必要的个人防护装备，并注意自身安全)，请民警到场处理。
196,称被老公打，无持械无需救护，请民警到场处理。
197,被丈夫打，赶出来，人伤无需救护
198,报警人被丈夫打，无持械，请民警到场处理。请民警携带必要的防护设备，并注意自身安全。
199,未接电话引发，报警人被老公打，持械（无），人伤(轻伤)，请民警携带必要的个人防护装备，并在处置中注意自身安全，请民警到场处理。
200,报警人被老公打，持棍子，1人伤 （请民警携带必要个人防护装备到场处理，并注意自身安全。）（原地址：（闵行）老北翟路纪翟路 189路公交车站，001886号01：11已处）
201,报警人被老公打，持棍子，1人伤 （请民警携带必要个人防护装备到场处理，并注意自身安全。）
202,被老公打，徒手，暂无需120，请民警到场处理。
203,报警人被丈夫打、请民警到场处理。上址等。
204,报警人称被老公打，无需救护，请民警到场处理。
205,称被丈夫打，人伤无需120，请民警到场处理
206,报警人被丈夫打，请民警到场处理。
207,报警人被老公打，请民警到场处理。（22685）
208,称被丈夫打了，请民警到场处理。
209,报警人被老公打。其老公醉酒，人未伤
210,报警人被老公打，持械，人伤，无需救护车，请民警到场处理，并注意自身安全。
211,"报警人（孕妇）被老公打。报警人称要被打死无需120 请民警到场处理。 报警人在上址等, 请民警到场处理。"
212,称被老公打了，人伤无需救护，请民警到场处理。
213,报警人被老公打，无需救护，请民警到场处理。
214,被老公打，无持械，人无伤，（请民警注意自身安全。）
215,报警人被老公打，无持械，人伤无需救护，请民警到场处理。(请携带必要的个人防护装备，并注意自身安全)
216,报警人称被老公打了 请民警到场处理。
217,家庭纠纷引发，报警人被老公打，持械（电线，剪刀），人伤（轻伤），请民警携带必要的防护设备。请民警到场处理。
218,报警人称被丈夫打，请民警到场处理。
219,民警走后 报警人又被其老公打。现在人起不来了 没有钱去医院 请民警到场处理。
220,报警人称被老公打了，现跑到小区物业公司内等，人无事，请民警到场处理。
221,报警人被老公打  请民警到场处理。
222,报警人称被老公打 请民警到场处理。
223,报警人被老公打（掐其脖子），无持械，人伤不明无需救护，请民警到场处理并注意自身安全。
224,报警人称被老公打 请民警到场处理。
225,报警人被老公打，无持械，人伤，无需救护车，请民警到场处理，并注意自身安全。
226,报警人被老公打 （已通知120，如民警到场不需要，请致电120或110）
227,称被老公打了，无需救护，请民警到场处理。
228,报警人称被老公打，无持械，无人伤。请请民警到场处理并注意自身安全。
229,家暴，报警人妹妹被老公打，其妹妹轻微伤，其余不明，请民警到场处理。请携带必要的个人防护装备，并注意自身安全
230,报警人被老公打，请民警到场处理。
231,报警人称被老公打，请民警到场处理并注意自身安全
232,称被老公打了 手持担子 人伤 请民警到场处理。
233,称被老公打，无人伤，无持械，请民警到场处理。
234,报警人被丈夫打，无持械，人无事，之前拿长砍刀（30公分长）威胁其，请民警到场处理。
235,被丈夫打了，用拖鞋，无人伤，请民警到场处理。
236,报警人被老公打，拿凳子砸的，人伤无需120，请民警到场处理。请民警携带必要防护装备并注意自身安全。
237,夫妻纠纷，被老公打，请民警到场处理。
238,家庭暴力，被老公打，无持械，人伤无需救护，请民警到场处理。(请携带必要的个人防护装备，并注意自身安全。)
239,家庭纠纷，被老公打，称要拿到杀人，情绪激动，现人在外面，请民警到场处理。
240,被老公打，人伤，无需救护，无持械，请民警到场处理。
241,老婆出轨被丈夫打了，人未伤，请民警到场处理。
242,报警人被老公打，人伤，无需救护，请民警注意自身安全。
243,报警人称被老公打 请民警到场处理。
244,报警人被老公打，请民警到场处理。
245,报警人被老公打 上址路边等，请民警到场处理。
246,报警人称其被老公打，人无事，未持械，请民警到场处理。请民警到场处理并注意自身安全。
247,报警人被老公打，无持械，人伤无需120，请民警到场处理。
248,被丈夫打，无持械，请民警到场处理。
249,报警人被老公打，之前老公持刀，无人伤，现在刀放下了，请民警到场处理。
250,报警人被老公打，未持械，无需救护。请携带必要的防护装备，并请注意自身安全。
251,被老公打，1人伤。请民警携带必要的防护装备，并注意自身安全，请民警到场处理
252,报警人被丈夫打，请民警到场处理。
253,报警人称被老公打 请民警到场处理。
254,报警人被老公打，人伤，无需120，无持械，请民警到场处理。
255,报警人被老公打，无需救护。请民警到场处理。
256,被老公打，无需救护，请民警到场处理。
257,报警人被老公打了，持械，暂无需救护，请民警注意自身安全。
258,因老公赌博发生夫妻冲突，报警人被老公打了，对方持刀，手部有伤无需救护，请民警注意自身安全。
259,报警人称被其老公打 脸部受伤，无需120，请民警到场处理。
260,称被老公打，1人伤 无需救护车 请民警到场处理。
261,称被老公打，未持械，人伤无需救护，请民警到场处理。
262,称被老公打，无需救护车 拿鞋子打报警人 请携带必要的防护装备，并请注意自身安全。请民警到场处理。
263,报警人(亚美尼亚人），称刚刚被老公打，丈夫离开。请民警到场处理(外国人报警）
264,报警人被老公打伤无需120。 老公逃逸  请民警到场处理。
265,报警人被老公打伤，老公逃逸，（请民警携带必要的工具，并注意自身安全），请民警到场处理。
266,称报警人女儿被老公打，持续不明，人伤无需救护。(请携带必要的个人防护装备，并注意自身安全)
267,报警人称被老公打 无持械 请民警到场处理。
268,称被老公打伤，请民警到场处理。
269,报警人被丈夫打，请民警到场处理。
270,报警人称被丈夫打伤，持酒瓶，无需120
271,报警人被老公打 无需120  无持械 请民警到场处理。
272,报警人称被其老公打，人伤无需救护，请民警到场处理。
273,报警人被老公打，无需120，请民警到场处理。
274,报警人被老公打，请民警到场处理并注意自身安全。
275,报警人在一辆黑色奥迪Q5上 沪牌尾号610 报警人被丈夫打 无需救护 请民警携带必要的防护装备。 请民警到场处理并注意自身安全。
276,报警人被丈夫打，请民警到场处理。
277,报警人称被老公打，无持械，无需救护，请民警到场处理。
278,报警人称被其老公打 ，请无持械 无人伤
279,报警人被老公打，无持械，人伤（已经通知120，如不需要救护车，请致电120或110）请民警到场处理。
280,报警人被老公打，请民警到场处理。此警737号13：39分已处警，报警人来电催问，请分局做好解释工作。
281,报警人被老公打，请民警到场处理。
282,家庭暴力，被老公打，老公烧纸后往报警人身上扔，火已经灭，无需120 请民警到场处理。
283,被老公打，无需120，请民警到场处理。
284,报警人被老公打，人有伤，无需救护，未持械，请民警到场处理。
285,报警人称被其老公打 ，请无持械 无人伤 民警到场处理。
286,报警人被老公打，无持械，人伤无需救护，请民警到场处理并注意自身安全。
287,被老公打，无需救护，请民警到场处理。
288,被老公打，人伤无需120，请民警到场处理。(请携带必要的个人防护装备，并注意自身安全)
289,被老公打，无伤，无持械 请民警到场处理。
290,报警人被老公打了，有晕，请民警注意自身安全。
291,报警人被其丈夫打，家暴，请民警到场处理。
292,报警人被老公打 请民警到场处理。（内线：22649)
293,被丈夫打了，持械，无人伤，请民警到场处理。
294,称被老公打伤，需要救护，请民警到场处理。
295,报警人被丈夫打，无持械，人伤 无需救护，请民警到场处理。请民警带好必要的防护设备，并且注意自身安全。
296,报警人被老公打，无持械，称老公要抢其项链，现双方在上址，请民警到场处理。请民警携带必要防护装备并注意自身安全。
297,被其老公打，掐其，请民警带好必要的防护设备，并且注意自身安全。
298,报警人被老公打，请民警到场处理。
299,报警人称被其老公打，无持械 无人伤，请民警到场处理。
300,称要被其老公打死了，上址定位地址，（已经通知120，如不需要救护车，请致电120或110）请民警带好必要的防护设备，并且注意自身安全。
301,报警人被老公打，请民警到场处理。
302,报警人被丈夫打，未持械，人伤无需救护，请民警到场处理。
303,报警人称被其老公打了 请民警到场处理。
304,报警人被老公打，无持械，无人伤，(请携带必要的个人防护装备，并注意自身安全)，请民警到场处理。
305,"报警人被一男子打，具体不清 同001883于10：35已处来电称被老公打，无持械，无需救护，请民警到场处理并注意自身安全。"
306,报警人称被其老公打，人伤无需救护。请民警到场处理。
307,报警人被丈夫打 无需救护 (请携带必要的个人防护装备，并注意自身安全。)请民警到场处理。
308,报警人称自己和孩子被老公打 无持械 无需120  请民警到场处理。
309,称其小姑打电话给其称被老公打，具体不清，报警人称稍后赶去，请民警到场处理。
310,报警人被老公打，对方在场，人伤无需救护，请民警到场处理。请民警带好防护装备，并做好自己防护措施。
311,报警人被老公打，请民警到场处理。
312,报警人被老公打，无持械，无需救护，请民警到场处理。
313,报警人称被丈夫打了，无持械，无需120
314,家暴 被老公打 请民警到场处理。
315,报警人被丈夫打，无持械，无人伤，请民警到场处理。请民警带好必要的防护设备，并且注意自身安全。
316,报警人称被其丈夫打，请民警到场处理并注意自身安全。
317,称被老公打，人伤无需120，请民警注意自身安全。
318,报警人被老公打，持械（无），人伤（无需救护），请民警到场处理。请民警注意自身安全。
319,报警人称自己和孩子被老公打 无持械 无需120 。001810 21：02已处，报警人来电催问，请分局做好解释工作。
320,报警人称被丈夫打，请民警到场处理。
321,被老公打，现逃出来，人无事，请民警到场处理。
322,报警人称 被老公打了 1人伤 无需120 请民警到场处理。
323,报警人被老公打，人伤，无需救护，请民警注意自身安全
324,报警人被老公打，报警电话已关机，根据定位地址处警
325,报警人被丈夫打伤，无需救护，对方在场，请民警到场处理。
326,报警人被丈夫打，请民警到场处理。
327,报警人被老公打，人伤，已通知１２０，如民警到场无需救护，请致电１２０或１１０。请民警注意自身安全
328,家庭纠纷引发，报警人被老公打，持械（无），人伤（受伤无需120），请民警携带必要的防护设备，并注意自身安全。请民警到场处理。
329,报警人称被丈夫打 请民警到场处理。
330,报警人称被老公打，请民警到场处理。
331,称被丈夫打、虐待 请民警到场处理。
332,报警人被老公打，对方在场，人伤无需120，请民警到场处理。请民警带好防护装备，并做好自己防护措施。
333,报警人被丈夫打，无持械，人未伤，请民警到场处理。请民警带好必要的防护设备，并且注意自身安全。
334,报警人被老公打，人伤，请民警到场处理。
335,报警人被老公打，人伤，无需救护，请民警注意自身安全
336,报警人被老公打 请民警到场处理。（内线：22649)
337,家暴，称被其老公打了，无持械，1人伤无需救护，，请民警到场处理。
338,报警人被丈夫打，拿酒瓶，人伤无需救护，请民警到场处理。
339,报警人称被丈夫打了，1人伤无需救护车。
340,报警人被老公打 无需救护车 拿小孩玩具打 请民警到场处理。
341,报警人被丈夫打伤，无需救护，对方在场，请民警到场处理。
342,报警人被老公打，请民警到场处理。
343,被老公打，无持械，无需救护，请民警到场处理。
344,报警人被老公打， 无持械，人伤，无需救护， 请民警到场处理。
345,报警人称被老公打，请民警到场处理。请携带必要的防护装备，并请注意自身安全。
346,称被老公打，人未伤，请民警到场处理。
347,报警人被丈夫打，请民警到场处理。
348,被老公打，无需救护 请民警到场处理。
349,报警人被丈夫打 且被玻璃割伤 已自行联系120 请民警到场处理。请民警带好防护装备，并做好自己防护措施。
350,报警人被老公打，无持械，人伤（头晕）无需救护，请民警到场处理。(请携带必要的个人防护装备，并注意自身安全。)
351,被老公打，人伤无需120，请民警到场处理。(请携带必要的个人防护装备，并注意自身安全)
352,家庭暴力，被老公打和不让离开，请民警到场处理。
353,松江120送来一个虬泾路900弄小区的病人，病人被老公打，联系不上其老公，其老公不肯到场，请民警到场处理。
354,被老公打，徒手，无需120，请民警到场处理。
355,称被丈夫打，请民警到场处理。
356,报警人称被其丈夫打，拿电线，人伤无需救护，请民警到场处理并注意自身安全
357,称被老公打 要被打死了 家暴 报警人喊救命 请民警到场处理。
358,报警人称其和其母亲被老公打，未持械，报警人受伤无需120请民警到场处理。
359,被老公打，无需救护，小区门口等，请民警到场处理。
360,被老公打，人伤，玻璃划的，浑身是血，请民警到场处理。(请携带必要的个人防护装备，并注意自身安全)（已通知120，如果民警到场确认无需救护，请联系120或者110）
361,报警人被老公打，无需120，请民警到场处理。
362,报警人被其老公打，请民警到场处理。
363,报警人被老公打，请民警到场处理。
364,报警人称被打，疑似被丈夫打，请民警到场处理。
365,报警人称被老公打，请民警到场处理。
366,报警人被老公打 对方1人 无持械 人无事  请民警到场处理。
367,报警人称被丈夫打，持械，人伤，无需120，请民警带好必要的防护设备，并且注意自身安全，请民警到场处理。
368,称被老公打，持木棍，1人伤，嘴唇破，报警人需要救护车，请民警到场处理。（已通知120，如民警到场不需要，请致电120或110。）
369,称被老公打，请民警到场处理。
370,报警人称被老公打了，请民警到场处理。
371,被老公打，无需救护，请民警到场处理。
372,报警人被老公打 请民警到场处理。
373,报警人被老公打，请民警到场处理
374,报警人称被丈夫打，通话中有争吵，请民警到场处理。
375,报警人被老公打，持菜刀，人伤无需救护。（请民警携带必要个人防护装备到场处理，并注意自身安全。）
376,报警人被老公打伤，请民警到场处理。（22685）
377,家暴，被老公打，无持械，无需救护，请民警到场处理。
378,民警走后，报警人被老公打，1人伤
379,报警人称其被丈夫打，无需救护，请民警到场处理。
380,报警人被老公打伤，请民警到场处理
381,被老公打，无需救护，请民警到场处理。
382,报警人被丈夫打 手持刀，人伤无需救护 (请携带必要的个人防护装备，并注意自身安全。)请民警到场处理。
383,报警人被老公打伤。人伤无需120。请民警到场处理。
384,报警人被老公打，请民警到场处理。
385,报警人被老公打，持械，人伤，无需救护车，请民警到场处理，并注意自身安全。
386,称被老公打 皮外伤 请民警到场处理。
387,报警人被老公打 请民警到场处理。
388,报警人被其老公打，请民警到场处理。
389,报警人称其被老公打，请民警到场处理。
390,称被老公打，一人伤，需要120，无持械，请民警到场处理。（已经通知120，如不需要救护车，请致电120或110）
391,"被老公打了，持饭勺，头部一直出血，请民警到场处理并注意自身安全。（已通知120，如果民警到场确认无需救护，请联系120或者110）"
392,报警人被老公打，请民警到场处理。
393,报警人被老公打，无持械 无需救护车 请民警到场处理。
394,报警人被丈夫打 无需救护 (请携带必要的个人防护装备，并注意自身安全。)请民警到场处理。
395,报警人称被老公打，人伤无需120，请民警到场处理。
396,报警人被老公打，对方在场，人伤无需120，请民警到场处理。请民警带好防护装备，并做好自己防护措施。
397,同336号13：19分已处，报警人来电变更地址，报警人称被丈夫打。
398,家暴，被老公打，无持械，轻伤，请民警到场处理。
399,报警人称被丈夫打，未持械，人伤，无需120，请民警注意安全，请民警到场处理。
