id,segment
39,家庭纠纷，称被儿子打，请民警到场处理。
40,报警人被儿子打，请民警到场处理。
41,报警人称被儿子打 无需救护车 请民警到场处理。
42,报警人被儿子打，请民警到场处理。
43,报警人称被其儿子打，无持械，无需救护，请民警携带必要的工具，并注意自身安全。
44,报警人被儿子打，请民警到场处理。
45,报警人称被儿子打  请民警到场处理。
46,报警人称被儿子打，请民警携带必要的防护装备，并注意自身安全。 无需120   请民警到场处理。
47,报警人被儿子打 人轻伤，请民警到场处理。
48,报警人被儿子打，情节不明。请民警到场处理。(请携带必要的个人防护装备，并注意自身安全)
49,被儿子打，持棒子，1人伤无需120，请携带必要的个人防护装备，并注意自身安全。
50,报警人称被儿子打了，起因不明，未持械，人无事，请民警到场处理。
51,被儿子打 持械  (请携带必要的个人防护装备，并注意自身安全) 人伤无需救护。
52,报警人被儿子打，请民警到场处理。
53,路人报 老大爷被儿子打 称之前民警来过刚走 请民警到场处理。
54,报警人称被儿子打 无持械 请民警到场处理。
55,报警人被儿子打，无持械，请民警到场处理。请携带必要的防护装备，并请注意自身安全。
56,被儿子打，人无伤，无持械，请民警到场处理。
57,称被儿子打，请民警到场处理。此警号001819：3.52已处"
58,称被儿子打，请民警到场处理。
59,报警人被儿子打，无持械，人轻伤，无需120，请民警到场处理并注意自身安全。
60,报警人系小区居民，代报，1个58岁的老年妇女被儿子打了，无需120，现在当事人跑到报警人家求助，请民警到场处理。
61,报警人被儿子打，拿凳子，请民警到场处理。请携带必要的防护装备，并请注意自身安全。
62,被儿子打，持盒子，无人伤，请民警携带必要的装备，并注意自身安全。
63,报警人称家暴 被儿子打 请民警到场处理。
64,报警人被儿子打了，拿板凳砸，人无事，请民警到场处理。
65,家庭矛盾，报警人被儿子打，请民警到场处理。
66,家庭纠纷，报警人称被其儿子打，无持械，无人伤，请民警到场处理。
67,报警人被儿子打 拿碗砸报警人脚，人伤，（已通知120，如果民警到场确认无需救护，请联系120或者110）
68,"报警人称被儿子打无需救护 请民警到场处理。"
69,报警人被儿子打 请民警到场处理。
70,报警人被其儿子打，请民警到场处理。
71,保安：一名阿姨被其儿子打了，人未伤，不让其回家，现在门卫室等，请民警到场处理。
72,称其老伴被儿子打，咱不需救护，请民警到场处理。
73,称被儿子打 1人伤无需救护 请民警到场处理。
74,报警人被儿子打，未持械，人伤无需救护，请民警到场处理。请民警携带必要的防护设备，并注意自身安全。
75,报警人被儿子打，请民警到场处理。
76,报警人称被儿子打 无持械 人伤无需救护 请民警到场处理。
77,报警人被儿子打伤，无需救护，对方在场，请民警到场处理。
78,报警人被儿子打 请民警到场处理。
79,报警人称被儿子打，人轻伤，请民警到场处理。
80,报警人称被儿子打 无持械 无需120  请民警到场处理。
81,报警人被儿子打，无持械，无人伤，请民警到场处理。
82,报警人称被儿子打伤 人伤无需救护  请民警到场处理。
83,称一个老太太被儿子打出来，暂不需要救护，请民警到场处理。
84,报警人被儿子打，人轻微伤， 请民警到场处理。
85,称被儿子打 未持械 无人伤 请民警到场处理。
86,报警人被儿子打，经济纠纷引起，具体不明，请民警到场处理。请民警注意自身安全。
87,报警人（母亲）被儿子打，无需救护，请民警到场处理。
88,被儿子打，人无事，请民警到场处理。
89,报警人被儿子打，无需救护。请民警到场处理。
90,"报警人称被儿子打伤,无需救护,请民警到场处理。"
91,报警人被儿子打  人伤无需救护
92,称被儿子打，请民警到场处理。
93,报警人称被儿子打，请民警到场处理。
94,家庭纠纷引起 报警人被儿子打 人伤无需120 请民警到场处理。
95,报警人被儿子打，请民警到场处理。
96,报警人被儿子打，无持械，请民警到场处理并注意自身安全。
97,报警人被儿子打，无持械，请民警到场处理。
98,报警人称被儿子打，无持械，无需救护，请民警到场处理。
99,报警人被儿子打，请民警到场处理。
100,报警人称被儿子打，被他骂，请民警注意自身安全
101,报警人称被儿子打 无持械 人伤无需救护 请民警到场处理。
102,被儿子打，无持械，1人伤无需救护，请民警到场处理。
103,报警人被儿子打，无人伤，无持械，请民警到场处理。请携带必要的防护装备，并请注意自身安全。
104,报警人称被儿子打，无持械，人伤无需救护车，请民警到场处理。请民警携带必要的防护设备，并注意自身安全。
105,报警人被儿子打伤，无需120，请民警到场处理。
106,报警人被儿子打，门口等民警。
107,报警人被儿子打，无人伤，请民警到场处理。
108,"报警人被儿子打,无持械，无需救护"
109,报警人称看见一个阿姨坐在路边 称被其儿子打出来不让其回家 称一会儿子要来接母亲  报警人担心其儿子会打母亲 请民警到场处理。
110,报警人被其儿子打，请民警到场处理。
111,称被儿子打 未持械 轻微伤 请民警到场处理。
112,报警人称被儿子打 请民警到场处理。
113,报警人称要被儿子打，未持械，请民警到场处理。
114,报警人称其被儿子打，家庭纠纷，请民警到场处理。
115,报警人被儿子打，请民警到场处理。
116,报警人被儿子打，无持械，无人伤，请民警到场处理。
117,报警人被儿子打，无持械，人伤，无需救护，请民警到场处理。
118,家庭纠纷，报警人被儿子打了，轻伤，称儿子走了，同917号21：58处警
119,报警人报警 被儿子打了，请民警到场处理。
120,家庭纠纷，称其老公被儿子打，请民警到场处理。 （内线：22670）
121,报警人称被儿子打，请民警到场处理。
122,报警人被儿子打 请民警到场处理。
123,报警人被儿子打 无需救护 请民警携带必要的防护设备，并注意自身安全 请民警到场处理。
124,被儿子打，家暴，请民警到场处理。
125,报警人被儿子打 无伤 (请携带必要的个人防护装备，并注意自身安全。)请民警到场处理。
126,报警人被儿子打，人伤，无需120，请民警到场处理。
127,报警人被儿子打，持械：手机充电器，人无事，请民警携带必要的防护设备，并注意自身安全。请民警到场处理。
128,报警人被儿子打 请民警到场处理。（内线：22649)
129,报警人被儿子打，人伤，无需救护。
130,报警人被儿子打 无人伤 请民警携带必要的防护设备，并注意自身安全 请民警到场处理。
131,报警人称其被儿子打，请民警到场处理。
132,报警人被儿子打  称儿子手上拿刀，没人受伤，请民警到场处理。
133,报警人被儿子打，无持械，1人伤，请携带必要的防护装备，并请注意自身安全。（已通知卫生局，若民警到场确认不需急救车，请致电120或110）
134,"报警人称被儿子打,请民警到场处理。"
135,报警人被儿子打 请民警到场处理. （已通知卫生局，如民警到场确认不用120，请自行通知120或110）
136,"报警人称被儿子打，手持酒瓶，无需救护，请携带必要的防护装备，并请注意自身安全。"
137,"报警人称被儿子打,请民警到场处理。"
138,报警人被儿子打，请民警到场处理。(22640)
139,保安代报：上址一阿姨称被儿子打了，未持械，人无事，请民警到场处理。
140,报警人称媳妇被儿子打，无持械，无需救护，请民警到场处理。请民警带好必要的防护设备，并且注意自身安全。
141,称被儿子打，请民警到场处理。请民警注意自身安全。
142,称被儿子打，请民警到场处理。
143,报警人被儿子打，无持械，人无事，请民警到场处理。
144,报警人被儿子打  用杆子打 无需救护  请民警到场处理。
145,邻居报；隔壁被儿子打，无人伤，请民警到场处理并注意自身安全。
146,报警人被其儿子打，请民警到场处理。
147,报警人被儿子打，无伤，请民警到场处理。
148,报警人被儿子打，无持械，人伤无需救护。请民警到场处理并注意自身安全。
149,报警人称被儿子打，人无事，请民警到场处理。
150,称被儿子打，未持械，人手疼无需120，请民警到场处理。
151,报警人被儿子打，无需救护，请民警到场处理。
152,家庭纠纷，老人被儿子打，请民警到场处理。
153,报警人称被儿子打了 请民警到场处理。
154,报警人称被儿子打，请民警注意自身安全。
155,家庭纠纷，称被儿子打，现在居委会等民警，请民警到场处理。
156,报警人被儿子打，无持械，无需救护
157,报警人被儿子打，人伤，无需救护
158,称被儿子打，其余不清，请民警到场处理。
159,报警人被儿子打，请民警到场处理。
160,家庭纠纷引起，报警人称被儿子打，儿子在场，未持械，无需120，请民警注意自身安全，请民警到场处理。
161,"报警人被儿子打,请民警到场处理。"
162,报警人称被儿子打，不需救护，请民警到场处理并注意自身安全。
163,报警人被儿子打伤，无需120，请民警到场处理并注意自身安全。
164,"报警人被儿子打，打人对象在，无需120，请民警到场处理。请民警携带必要的个人防护装备，并在处置中注意自身安全。"
165,母子纠纷，称自己被儿子打，无需救护，请民警到场处理。22651
166,称被儿子打，无持械，1人轻伤
167,报警人被儿子打，请民警到场处理。
168,报警人被儿子打 请民警到场处理。（内线：22649)
169,称其老公被儿子打，用棍子，请民警到场处理。
170,报警人被儿子打，请民警到场处理并注意自身安全
171,称被儿子打，无持械，人伤无大碍，请民警到场处理。
172,报警人被儿子打，人伤无需120，请民警到场处理。
173,称被儿子打，其余不明，请民警到场处理。
174,家庭纠纷 被儿子打 请民警到场处理。
175,代报：一老太称其被儿子打，现在上址等，请民警到场处理。
176,报警人被儿子打，请民警到场处理。
177,报警人被儿子打，无持械，可能伤及手指骨，称无需救护车，请民警到场处理。 (请携带必要的个人防护装备，并注意自身安全)
178,称被儿子打，无需救护，请民警到场处理。
179,报警人被儿子打，请民警到场处理。请民警携带必要的防护设备，并注意自身安全。
180,称被儿子打，请民警到场处理。
181,被儿子打，无持械，人伤无需救护
182,报警人被儿子打，请民警到场处理。
183,报警人被儿子打，未持械，无需救护，请民警到场处理。
184,报警人被儿子打 请民警到场处理。
185,称被儿子打了，请民警到场处理。
186,报警人称其被儿子打，人没事，无持械，请携带必要的个人防护装备，并注意自身安全。
187,报警人被儿子打伤 无需120 请民警到场处理。
188,报警人被儿子打，无持械，请民警到场处理。
189,报警人被儿子打伤，请民警到场处理，并注意自身安全。
190,报警人被儿子打，请民警到场处理，并注意自身安全。
191,报警人被儿子打，无持械，人伤，无需救护车，请民警到场处理。(请民警携带必要的防护设备，并注意自身安全。)
192,报警人被儿子打伤，无需救护，请民警到场处理并注意自身安全。
193,报警人被其儿子打，无持械，无人伤，请民警到场处理。(请携带必要的个人防护装备，并注意自身安全)
194,1老太因家庭纠纷，被其儿子打倒在地，1人伤（已通知120，如果民警到场确认无需救护，请联系120或者110） 请民警到场处理。
195,报警人醉酒称被儿子打，请民警到场处理并注意自身安全。（内线：22653）
196,报警人称被儿子打 未持械 无需120 请民警到场处理。
197,报警人被儿子打，报警人手机号：13501815331请民警到场处理。
198,报警人被儿子打，请民警到场处理并注意自身安全。
199,报警人被儿子打，请民警到场处理。
200,被儿子打伤 无需救护，还称对方有刀，请民警到场处理。请民警携带必要的防护设备，并注意自身安全。
201,报警人被儿子打伤，告知门口等，请民警到场处理。
202,报警人被儿子打，请民警到场处理。
203,称被儿子打了，请民警到场处理。（自动中断反打得知）
204,报警人称被儿子打，未持械，人伤不明。
205,报警人称被儿子打，请民警到场处理。
206,报警人被儿子打，未持械，手痛，无需救护，请民警到场处理。
207,被儿子打 人伤 无需救护 请民警到场处理。
208,报警人被儿子打，有伤，无需救护。请民警到场处理。
209,称被其儿子打，其儿子手持剪刀，现已被抢过来，人无事，请民警到场处理。
210,报警人称被其儿子打，人无事，请民警到场处理。
211,报警人称被儿子打 家暴 请民警到场处理。
212,称被儿子打，自动中断，请民警到场处理。
213,报警人被儿子打伤，请民警注意自身安全。
214,报警人（孤老）称被儿子打  请民警到场处理。
215,称被儿子打 请民警到场处理。
216,报警人称被儿子打 无持械 （已通知卫生局，若民警到场确认不需急救车，请致电120或110）
217,报警人被儿子打，请民警到场处理并注意自身安全
218,报警人被儿子打、头晕、砸东西，请民警注意自身安全。
219,家庭矛盾，报警人被儿子打，请民警到场处理并注意自身安全
220,报警人被儿子打，无持械 请民警到场处理。
221,2号一楼居民报：上址一老头被儿子打，趴窗口叫救命，请民警到场处理。(请携带必要的个人防护装备，并注意自身安全)处警。
222,2号一楼居民报：上址一老头被儿子打，趴窗口叫救命，请民警到场处理。(请携带必要的个人防护装备，并注意自身安全)
223,报警人被儿子打，未持械，无需120，请民警到场处理。请民警带好必要的防护设备，并且注意自身安全。
224,报警人被儿子打，称儿子拿东西扔其，请民警到场处理。
225,称被儿子打了，请民警到场处理。
226,报警人被儿子打，请民警到场处理。
227,报警人称被其儿子打，人未伤，请民警到场处理。
228,报警人被其儿子打，请民警到场处理。
229,报警人被儿子打，人伤，已通知１２０，如民警到场无需救护，请自行通知１１０或１２０。
230,报警人被儿子打 无需救护，请民警到场处理。(22640)
231,称被儿子打，持杆子，人伤，无需救护。（请民警携带必要的防护设备，并注意自身安全。）
232,报警人被儿子打，请民警到场处理。请民警携带必要防护装备并注意自身安全。
233,报警人称其被儿子打，请民警到场处理。联系电话 13671525881
234,报警人称被其儿子打（15岁），人伤无需救护，请民警到场处理。
235,报警人称被儿子打，持凳子，1人伤，请民警到场处理。(已通知120，如民警到场无需救护车，请至电110或120）
236,家庭暴力（被儿子打） 请民警到场处理。
237,报警人被儿子打，无持械，请民警到场处理。
238,报警人被儿子打，无持械，请民警到场处理。 (请携带必要的个人防护装备，并注意自身安全)
239,一老人报警称被儿子打 请民警到场处理。
240,家庭纠纷，报警人称被其儿子打，无持械，1人伤无需救护，请民警到场处理。
241,报警人被儿子打，请民警到场处理。
242,报警人被儿子打   无持械  1人伤 （已通知卫生局，如民警到场确认不用120，请自行通知120或110） 请民警到场处理。
243,报警人被称被儿子打。
244,房子问题，报警人被儿子打，儿子已离开，请民警到场处理。
245,报警人被儿子打，无持械，无需救护，请民警到场处理。
246,"报警人被儿子打，无持械，无需救护，请民警到场处理。001883 8：36已处警，报警人来电催问，请分局做好解释工作"
247,报警人被儿子打，请民警到场处理。
248,报警人被儿子打，请民警到场处理。
249,报警人称被儿子打 请民警到场处理。
250,自称被儿子打了，请民警到场处理。
251,报警人自称有精神方面疾病，现被儿子打，并被关在门卫，请民警到场处理。
252,称被其儿子打，请民警到场处理。(请民警携带必要的防护设备，并注意自身安全。)
253,被儿子打，无需120，请民警到场处理。
254,报警人被儿子打，现儿子已离开，称早上还要来，请民警到场处理。
255,报警人被儿子打伤，无需救护，对方在场，请民警到场处理。
256,报警人被儿子打  拿榔头 人无事  请民警到场处理。 请携带必要的个人防护装备，并注意自身安全。
257,报警人被儿子打，请民警到场处理。
258,报警人被儿子打，用棍子 ，无需救护，请民警到场处理。
259,"家庭纠纷引起报警人被其儿子打,人无事,请民警到场处理。"
260,报警人被儿子打伤 无持械 无需救护 请民警到场处理。
261,报警人被儿子打伤，无需救护，请民警到场处理并注意自身安全。
262,报警人被儿子打，未持械，无需120，请民警到场处理。(请携带必要的个人防护装备，并注意自身安全)
263,报警人称其被儿子打，请民警到场处理。
264,报警人被儿子打，无持械，无需救护，请民警到场处理。
265,报警人被儿子打。请民警注意安全
266,报警人称被儿子打，请民警到场处理。
267,报警人称被儿子打，请民警到场处理。请民警带好必要的防护设备，并且注意自身安全。
268,报警人被儿子打，请民警到场处理。
269,报警人被儿子打，人伤无需救护。请民警到场处理。
270,报警人称被儿子打，未持械，人无事，请民警到场处理并注意自身安全。
271,称被儿子打，无持械，1人轻伤
272,称被儿子打，请民警到场处理。
273,报警人称被儿子打，暂无需120，请民警到场处理。
274,被儿子打，请民警到场处理。(请携带必要的个人防护装备，并注意自身安全)
275,报警人被儿子打，对方在场，请民警到场处理。
276,报警人称被儿子打，请民警到场处理。
277,报警人被儿子打，无需救护，请民警到场处理。
278,老人报警称被儿子打 请民警到场处理。
279,称被儿子打，请民警到场处理。
280,报警人被儿子打 请民警到场处理。
281,称被儿子打，无需救护，请民警到场处理并注意自身安全。
282,家庭纠纷，被儿子打，请民警到场处理。
283,称被儿子打，无需救护，请民警到场处理。
284,报警人被儿子打，请民警到场处理。
285,报警人被儿子打，持械不清，无需120，请民警到场处理。(请携带必要的个人防护装备，并注意自身安全)
286,报警人称被儿子打，请民警到场处理。
287,家中银行卡不见，问儿子是否拿称被儿子打，请民警到场处理。
288,家庭纠纷 报警人称被儿子打 不需要救护 请民警到场处理。
289,称被儿子打 对象不在 要求民警到场，请民警到场处理。
290,报警人被儿子打，持械不清，无需120，请民警到场处理。(请携带必要的个人防护装备，并注意自身安全)
291,称被儿子打，对方人在，人伤无需120，请民警到场处理。
292,报警人被儿子打，无持械，人伤无需救护，请民警到场处理。(请携带必要的个人防护装备，并注意自身安全)
293,报警人被儿子打，持械不清，无需120，请民警到场处理。家庭纠纷
294,自称被儿子打，请民警到场处理。
295,报警人被儿子打，持刀，无人伤，请民警携带必要的防护设备。请民警到场处理。
296,报警人被儿子打，人轻伤，请民警到场处理。
297,报警人被儿子打，持械不清，请民警到场处理。(请携带必要的个人防护装备，并注意自身安全)
298,称刚刚被其儿子打 无持械 无需救护
299,报警人称被儿子打，不需救护，请民警到场处理并注意自身安全。
300,"报警人称被儿子打，需要救护车，请民警到场处理。（已通知120，如民警到场无需急救车，请致电120或110。）"
301,报警人被儿子打，请民警到场处理。
302,报警人称被其儿子打了 请民警到场处理。
303,报警人称被儿子打，1人伤无需救护，未持械，请民警到场处理。
304,报警人称被儿子打，轻伤，无需救护，请民警到场处理。
305,称被儿子打，请民警到场处理。
306,称被儿子打，请民警到场处理。
307,家庭纠纷，称被儿子打，有人正在打架，请民警注意自身安全。请民警到场处理。
308,报警人称被儿子打，对方持刀。人无事，请民警到场处理。(请携带必要的个人防护装备，并注意自身安全)
309,报警人被儿子打，请民警到场处理并注意自身安全。
310,报警人称被儿子打，请民警到场处理。
311,报警人称被儿子打，无需救护，请民警到场处理。
312,报警人被儿子打，请民警到场处理。(请携带必要的个人防护装备，并注意自身安全)
313,报警人被儿子打，无持械，请民警到场处理。
314,报警人被儿子打，请民警到场处理。
315,报警人被儿子打，请民警到场处理。
316,"报警人被儿子打，请民警到场处理。此警528号18：25分已处，报警人来电催问，请分局做好解释工作。"
317,报警人被儿子打，请民警到场处理。
318,报警人被儿子打，无需救护，请民警到场处理。(请携带必要的个人防护装备，并注意自身安全)
319,报警人被儿子打，请民警到场处理。
320,报警人称被儿子打，未持械，无人伤，请民警到场处理并注意自身安全。
321,父亲被儿子打伤。请民警到场处理。
322,报警人被儿子打，具体不明，请民警到场处理。 (请携带必要的个人防护装备，并注意自身安全)
323,报警人称被儿子打，儿子持刀，人无伤，请民警到场处理。请民警带好必要的防护设备，并且注意自身安全。
324,称被儿子打耳光，人无大碍，请民警到场处理。
325,报警人被儿子打，家庭纠纷引起
326,报警人被儿子打了，鼻子出血，请民警到场处理。
327,居委工作人员报：该户老人被其儿子打伤，持械不明，无需救护。（请民警携带必要的防护设备，并注意自身安全。）
328,报警人称被儿子打，无持械，1人伤，请民警到场处理。
329,报警人被儿子打，请民警到场处理。
330,报警人被儿子打，无需救护，请民警到场处理。
331,报警人称被儿子打，未持械，人伤不明。之前报警，称警察来过没有处理就离开了，现在事情还没解决，请民警再次到场处理。
332,报警人称被儿子打，未持械，人伤不明。
333,报警人夫妇被儿子打伤，无需救护，请民警到场处理并注意自身安全。
334,报警人被其儿子打，请民警到场处理。
335,报警人被儿子打，无持械，请民警到场处理。
336,报警人被儿子打，请民警到场处理。
337,报警人称被儿子打，轻伤，无需救护，无持械，请民警到场处理。
338,报警人被儿子打，自动中断，请民警到场处理。
339,报警人称被儿子打，请民警到场处理。(请民警携带必要的防护设备，并注意自身安全。)
340,报警人被儿子打，无持械，无需救护，请民警到场处理。
341,报警人被儿子打 无需救护  请民警到场处理。
342,报警人称被儿子打，一人轻伤，无需救护，请民警到场处理。
343,报警人（87岁）称被儿子打，请民警到场处理。
344,家庭纠纷，报警人称被其儿子打，无需救护，请民警到场处理。
345,称被儿子打，请民警到场处理。
346,报警人被儿子打，人伤无需救护，请民警到场处理。
347,报警人称被儿子打，再次需要民警到场，报警人自称在楼上，无法开门，请民警到场处理。
348,报警人称被儿子打，请民警注意自身安全
349,报警人被儿子打，请民警到场处理。
350,报警人称其被其儿子打，请民警到场处理并注意自身安全。（内线：22546）
351,称其老公被儿子打，无人伤，有持械（棍子），系家庭纠纷，请民警到场注意自身安全。
352,报警人称被儿子打了，请民警到场处理。
353,被儿子打，无持械，无人伤，请民警到场处理。
354,家庭纠纷，称被儿子打 请民警到场处理
355,报警人被儿子打 请民警到场处理。
356,报警人被儿子打，请民警到场处理并注意自身安全
357,报警人称被儿子打，人无事，请民警到场处理。
358,被儿子打 人伤无需救护，请民警到场处理。请民警携带必要的防护装备，并注意自身安全
359,报警人称被儿子打，未持械，人无事。（请民警携带必要的防护设备，并注意自身安全。）
360,报警人称被儿子打，无持械，人伤无需救护，请民警到场处理并注意自身安全。
361,家庭矛盾，称被儿子打，称刚刚民警到场其儿子不在，现在在现场，请民警到场处理。
362,称被儿子打，请民警到场处理。
363,称被儿子打，无持械，无人伤，请民警到场处理。
364,称被儿子打，无需救护，请民警到场处理。
365,报警人称被儿子打 请民警到场处理。
366,报警人被儿子打 无需救护 请携带必要的个人防护装备，并注意自身安全  请民警到场处理。
367,报警人称被儿子打。具体不明，请民警到场处理。
368,报警人被儿子打、请民警注意自身安全。
369,报警人被儿子打，请民警到场处理。
370,报警人称被儿子打，不需救护，请民警注意自身安全
371,被儿子打，要去验伤，请民警到场处理。
372,报警人被儿子打，人伤无需救护，请民警到场处理。
373,家暴 被儿子打，请民警到场处理。
374,报警人称被其儿子打，人无事，请民警到场处理。
375,报警人被儿子打，请民警到场处理。
376,报警人被儿子打，请民警到场处理。
377,家庭纠纷，报警人称被儿子打，请民警到场处理。
378,报警人被儿子打 无需救护 请民警到场处理。
379,报警人被儿子打，无持械，请民警到场处理 请民警带好必要的防护设备，并且注意自身安全。
380,报警人被儿子打，用电视机，无需救护，请民警到场处理。
381,报警人称被儿子打 请民警到场处理。
382,报警人被儿子打，人无事，请民警到场处理。
383,报警人称被儿子打，人无伤，请民警到场处理。
384,民警走后，报警人被儿子打，请民警到场处理。
385,报警人被儿子打，请民警到场处理。
386,报警人被儿子打，人伤头流血，一直在哭，已通知120，若民警到场无需120，请电告110或120.
387,"报警人被儿子打 请民警到场处理。现来电称在155弄门口等同3166号在20：46分处"
388,报警人被儿子打 请民警到场处理。
389,称被儿子打，人无伤，请民警到场处理。
390,称被儿子打，人轻伤无需救护，请民警到场处理。
391,报警人已经被儿子打伤，人伤无需120。 876号10 ：52已处。
392,报警人被儿子打，无需救护，请民警到场处理。
393,报警人被儿子打，对方在场，无持械，无需救护，请民警到场处理。
394,报警人被儿子打，请民警到场处理。
395,报警人称被儿子打，人无事，儿子已离开，请民警到场处理。
396,报警人称被其儿子打，受伤无需120，无持械，系家庭纠纷，请民警到场处理。
397,报警人被儿子打，无持械，人伤，无需救护，请民警到场处理。请民警注意自身安全。
398,"报警人（醉酒）称被儿子打，需要救护 请民警到场处理。（已经通知120，如不需要救护车，请致电120或110）此警 179号21：33分已处，报警人来电催问，请分局做好解释工作"
399,报警人（醉酒）称被儿子打，需要救护 请民警到场处理。（已经通知120，如不需要救护车，请致电120或110）
400,称被儿子打，自动中断，按定位区划处警
401,居民持榔头要其报警称被儿子打，请民警携带必要的个人防护装备，并注意自身安全。
402,报警人被儿子打 无需救护 请民警带好必要的防护设备，并且注意自身安全。
403,报警人被儿子打，请民警到场处理。
404,称被儿子打伤，未持械，不需救护。
405,报警人被儿子打，无需救护，请民警到场处理。(请携带必要的个人防护装备，并注意自身安全)
406,父子纠纷引起，被儿子打，未持械，不需救护，请民警到场处理。
407,称被儿子打伤，请民警到场处理。
408,报警人称被儿子打伤，无需120
409,报警人被儿子打伤，请民警到场处理。
410,被儿子打，流血 无需救护，请民警到场处理。
411,报警人被儿子打，请民警到场处理。
412,报警人被儿子打，请民警到场处理。
413,报警人被儿子打，无持械，无需救护，请民警到场处理。
414,"报警人被其儿子打,现在上址,请民警到场处理"
415,报警人被其儿子打，持菜刀，人未伤。请民警携带必要防护装备，并注意自身安全。
416,报警人被儿子打，请民警到场处理
417,报警人被儿子打，无持械， 请民警到场处理 请民警带好必要的防护设备，并且注意自身安全。内线：22639
418,报警人被儿子打伤，无需120，未持械
419,报警人称被儿子打，人无事，请民警到场处理。
420,家庭纠纷，称被儿子打，请民警到场处理。
421,"报警人被儿子打,请民警到场处理。"
422,"报警人被儿子打,请民警注意自身安全。"
423,报警人称被其儿子打，请民警到场处理
424,报警人被儿子打 请民警到场处理。内线 25119
425,报警人被儿子打，无需救护，请民警到场处理。
426,报警人被儿子打，无需救护，请民警到场处理。(请携带必要的个人防护装备，并注意自身安全)
427,报警人被儿子打，轻伤，请民警到场处理。请民警注意自身安全。
428,"报警人称其被儿子打，请民警到场处理。"
