id,segment
189,报警人称被女儿打，请民警到场处理。
190,家庭纠纷，被女儿打，无需救护，请民警到场处理。
191,被女儿打，请民警携带必要的防护装备，并注意自身安全，请民警到场处理。
192,报警人被女儿打，对方在场，请民警到场处理。
193,报警人被女儿打，无持械，请民警到场处理。 (请携带必要的个人防护装备，并注意自身安全)
194,报警人被女儿打 请民警到场处理。22576
195,报警人被女儿打 拿棍子，请民警到场处理。
196,报警人被女儿打，请民警到场处理。
197,报警人被女儿打 请民警到场处理。（内线：22681）
198,被其女儿打，人无事，请民警到场处理。（内线：22645）
199,报警人被女儿打，砸其东西，请民警到场处理。请携带必要的个人防护装备，并注意自身安全
200,报警人被女儿打，请民警到场处理。
201,报警人被其女儿打，持筷子丢报警人，请民警到场处理。
202,报警人被女儿打，无人伤，对方持刀追其，请民警携带必要的防护设备，并注意自身安全。
203,邻居报警 老太被女儿打，请民警到场处理。
204,报警人被女儿打，无持械，人伤无需救护，请民警到场处理。
205,报警人被女儿打，无持械，人伤无需救护，请民警到场处理。
206,报警人被女儿打，无持械，人伤无需救护，请民警到场处理。
207,报警人被女儿打，现被女儿关在外面，请民警到场处理。
208,报警人被女儿打，无持械，人伤无需救护，请民警到场处理。
209,被其女儿打，具体不详，上址为装机地址，请民警到场处理。（内线：22645）
210,报警人被女儿打，请民警携带必要的防护武器装备，并注意自身安全，请民警到场处理。
211,老婆被女儿打，请民警到场处理。(请携带必要的个人防护装备，并注意自身安全)
212,称被女儿打，请民警再次到场处理。
213,称被女儿打，请民警到场处理。
214,称被女儿打，请民警到场处理。
215,报警人称被女儿打了，请民警到场处理。
216,报警人被女儿打，无人伤，无持械， 请民警到场处理。
217,路人报：上址1妈妈在被女儿打，请民警到场处理。
218,"报警人被女儿打（精神有问题）,对象在，人伤无需救护，请民警到场处理。"
219,报警人称被女儿打了，未持械，称眼睛看不见了（已经通知120，如不需要救护车，请致电120或110）请民警到场处理。
220,称被女儿打，后报警人女儿接听称老人老年痴呆，请民警到场处理。
221,老人报警，称上午被女儿打，报警人在上址等，请民警到场处理。（内线：22646）
222,报警人被女儿打，1人伤，请民警携带必要的防护武器装备，并注意自身安全，请民警到场处理。
223,报警人被女儿打，人伤无需救护， 请民警到场处理。
224,报警人被女儿打，受伤无需救护，请民警注意自身安全。
225,报警人称被女儿打，请民警到场处理。
226,报警人被女儿打，人伤， 请民警到场处理。请携带必要的防护装备，并请注意自身安全。
227,被女儿打，无持械，流血无需救护，请民警到场处理。
228,报警人被女儿打，请民警到场处理。
229,报警人被女儿打，称肋骨可能断了，无需120，请民警携带必要的防护装备，并注意自身安全。
230,报警人被女儿打，请民警到场处理。25118
231,被女儿打，无需救护，请民警到场处理。
232,报警人被女儿打，无持械，请民警到场处理并注意自身安全。
233,报警人被女儿打，请民警到场处理并注意安全
234,报警人被女儿打，现女儿在门口踢门，请民警注意自身安全。请民警到场处理。
235,报警人被女儿打，头部被咬伤，请民警到场处理。
236,报警人被女儿打，请民警到场处理并注意自身安全。
237,报警人被女儿打，请民警到场处理。
238,被女儿打，持衣架，无人伤，请民警到场处理。
239,报警人被女儿打，请民警到现场处理
240,报警人被女儿打 请民警到场处理。
241,报警人被女儿打，同310，08：45，
242,报警人被女儿打。
243,报警人被女儿打 请民警到场处理。
244,报警人被女儿打，无持械，无需120，请民警到场处理并注意自身安全。
245,称被女儿打，未持械，人伤不详，请民警到场处理并注意自身安全。（内线：22669）
246,称被女儿打伤，请民警到场处理。
247,被女儿打了，请民警到场处理。
248,报警人被女儿打，无持械，称其女儿有自残行为，人无伤，请民警到场处理。
249,报警人称被女儿打，无需120，请民警到场处理。内线：22683
250,报警人称其被女儿打，请民警到场处理。请民警携带必要防护装备，并注意自身安全（内线：22672）
251,被其女儿打，请民警到场处理。
252,报警人被其女儿打，持棍子，请民警到场处理。
253,报警人被其女儿打，请民警到场处理。(内线：22634)
254,称被女儿打，请民警到场处理。
255,报警人被其女儿打 (内线：22634)
256,报警人被女儿打伤，请民警到场处理。
257,报警人被女儿打，请民警到场处理。（内线：22645）
258,报警人称被女儿打，无持械，人伤无需120，请民警到场处理。
259,报警人被女儿打，请民警到场处理并注意自身安全。
260,报警人称被其女儿打 请民警到场处理。（内线：22671）
261,民警走后，报警人被女儿打，被女儿咬伤
262,"家庭暴力，报警人称从派出所回到家中，又被女儿打，请民警到场处理。"
263,报警人被女儿打，无持械，人伤，无需救护 请民警到场处理。  （22647）
264,被女儿打，请携带好必要的个人防护装备，并注意自身安全。请民警到场处理。（座机：２２６４７）
265,报警人被女儿打，请民警注意自身安全。
266,报警人和女儿纠纷，被女儿打，无持械，(请携带必要的个人防护装备，并注意自身安全)
267,报警人被女儿打伤，请民警到场处理。
268,报警人被女儿打，持刀，受伤无需救护，没有被砍到，请民警注意自身安全。
269,报警人称被其女儿打，请民警到场处理。请民警注意自身安全。（内线：22678）
270,再次来电，再次被其女儿打，请民警到场处理。注意自身安全。
271,再次来电，再次被其女儿打，请民警到场处理。内线(22652)
272,报警人被女儿打，请民警到场处理。(内线：22644)
273,报警人被女儿打，无持械，无需救护车，女儿有精神病史，请民警到场处理。22642 请携带必要的防护装备，并请注意自身安全。
274,报警人被其女儿打，未持械，人轻伤，请民警到场处理。 请民警注意安全。
275,家庭暴力，被女儿打，请民警到场处理。
276,被女儿打，无持械，请民警到场处理。
277,报警人称被女儿打，请民警到场处理。
278,报警人被女儿打，请民警到场处理。
279,报警人被女儿打，请民警到场处理。
280,报警人被女儿打，1人伤，请民警携带必要的个人防护装备，并注意自身安全。请民警到场处理。
281,报警人被女儿打，请民警到场处理。
282,报警人称被女儿打，无需救护，请民警到场处理。
283,报警人称被女儿打，请民警到场处理。（内线：22560）
284,报警人称被女儿打，自动中断，请民警到场处理。
285,报警人被女儿打，人伤，无需救护  无持械，请民警到场处理。
286,报警人被女儿打伤。无需120。请民警到场处理。
287,报警人被女儿打，请民警到场处理。22642
288,报警人被女儿打，请民警到场处理。请携带必要的防护装备，并请注意自身安全。
289,报警人称民警走后，自己被女儿打。请民警再次到场处理。
290,报警人称被女儿打，无伤，请民警到场处理。
291,门卫报：一老奶奶被其女儿打伤 无需120 上址等 请民警到场处理。（内线：22673）
292,被女儿打，未持械，无人伤，请民警到场处理。
293,报警人被女儿打，人伤，请民警到场处理。
294,报警人被女儿打，（请民警注意自身安全。）
295,报警人被女儿打，无需救护，（请携带必要的个人防护装备，并注意自身安全。）
296,报警人被女儿打，持榔头，受伤无需救护，请民警注意自身安全。
297,报警人称被其女儿打，请民警到场处理并注意自身安全。（内线：22674）
298,报警人被女儿打，无需救护 请民警到场处理。（内线：22632）
299,报警人被女儿打，请民警到场处理。
300,报警人称被女儿打，请民警到场处理。
301,报警人被女儿打，请民警到场处理。
302,母亲被女儿打，称持刀，请民警注意自身安全。
303,报警人被其女儿打。其他不明，请民警到场处理。
304,报警人被女儿打，1人伤。请携带必要的防护装备，并注意自身安全，请民警到场处理。
305,被女儿打，对象人还在，请民警到场处理。（25249）
306,报警人被女儿打伤。请民警注意安全。
307,报警人被女儿打，无持械，人无伤，请民警到场处理。
308,报警称被女儿打  (22687)
309,报警人被女儿打，请民警到场处理。
310,报警人被女儿打，拿不倒翁，报警人头晕，无需救护，请民警到场处理。请携带必要的个人防护装备，并注意自身安全
311,报警人被女儿打 请民警到场处理。
312,报警人被女儿打，拿东西砸人，请民警注意自身安全。
313,母亲（71岁）被女儿打，持凳子、烟缸，人伤，对方在场，请民警到场处理。 （已通知120，如民警到场确认不需120，请通知120或110。）
314,"报警人称被女儿打，人不行了，需要救护，请民警携带必要的防护设备，并注意自身安全。（已经通知120，如不需要救护车，请致电120或110）"
315,报警人被女儿打，请民警到场处理。（内线：22632）
316,报警人被女儿打，未持械，请民警到场处理。请携带必要的个人防护装备，并注意自身安全
317,报警人被女儿打，未持械，请民警到场处理。请携带必要的个人防护装备，并注意自身安全
318,报警人被女儿打伤，请民警到场处理。
319,报警人称被女儿打，持凳子，报警人手伤，不要120 请民警到场处理。请民警注意自身安全。
320,报警人被女儿打，请民警到场处理，787号5时08分已处，现报警人来电催问，请分局民警做好解释工作。
321,报警人被女儿打，请民警到场处理。22642
322,报警人被女儿打，无需救护，请民警到场处理。
323,报警人被其女儿打，请民警到场处理。
324,报警人称被女儿打，请民警到场处理。
325,报警人被女儿打，无需120，请民警到场处理。
326,报警人称其被女儿打，人伤无需救护。请民警到场处理。请民警注意自身安全。
327,报警人被女儿打。请民警到场处理。
328,报警人被女儿打伤，无需救护，对方在场，请民警到场处理。
329,报警人被女儿打，无需救护，请民警到场处理。请民警注意自身安全。
330,报警人被女儿打，请民警注意自身安全。
331,报警称一个老人在被其女儿打，请民警到场处理。
332,报警人被女儿打，称被打骨折，请民警带好必要的防护设备，并且注意自身安全。(内线：22643)
333,报警人被女儿打，请民警注意自身安全。
334,报警人被其女儿打，无持械，无需120，请民警到场处理。
335,报警人被其女儿打，请民警到场处理。
336,报警人被女儿打，无需120，请民警到场处理。
337,家庭暴力，报警人称其被女儿打，未持械，无人伤，请民警到场处理并注意自身安全。
338,报警人称被女儿打，请民警到场处理。
339,报警人称被女儿打，人伤，无需120.请民警到场处理。（内线：22667）
340,报警人被女儿打，请民警到场处理。请民警携带必要防护装备并注意自身安全。
341,报警人被女儿打，持衣服。 请民警注意自身安全。请民警到场处理。22670
342,报警人被女儿打。请民警携带必要的防护武器设备，并注意自身安全。民警走后。
343,报警人被女儿打。请民警注意安全。
344,报警人称被女儿打，现在门卫等。
345,报警人被女儿打，请民警到场处理。
346,报警人称被女儿打伤，无持械，无需救护，请民警到场处理 22675
347,报警人被女儿打，称民警么到 请民警到场处理。
348,报警人称被女儿打，手持铁棍，无人伤，请民警到场处理并注意自身安全。
349,报警人被女儿打，对方在，人无大碍，请民警到场处理。
350,报警人被女儿打，对方在，人无大碍，请民警到场处理。
351,报警人被女儿打伤。无需120。请民警到场处理。
352,报警人称被女儿打，未持械，请民警到场处理。
353,报警人被其女儿打，请民警到场处理。
354,报警人被女儿打，无持械，请民警到场注意自身安全。(内线：22642)
355,报警人被女儿打，未持械，人未伤，无需救护，请民警到场处理。请民警携带必要的装备并注意自身安全。
356,家庭纠纷 报警人称被其女儿打 请民警到场处理。
357,报警人被女儿打，人伤无需救护，请民警到场处理。（内线：25244)
358,报警人被女儿打 持刀，请民警到场处理。内线：（25119）请携带必要的个人防护装备，并注意自身安全
359,报警人被女儿打，请民警到场处理。
360,报警人被女儿打，无需救护，请民警注意自身安全，
361,报警人老婆被女儿打了，双方在场，请民警到场处理。
362,报警人被女儿打，1人轻伤，请民警到场处理。
363,报警人被女儿打，请民警到场处理并注意自身安全。
364,报警人被女儿打，请民警到场处理。（自动中断）请携带必要的防护装备，并请注意自身安全。
365,报警人被女儿打，具体不明，请民警到场处理。
366,报警人称被女儿打，腿受伤，（自动中断）请民警到场处理。
367,报警人被女儿打了，未持械，请民警到场处理。
368,报警人被女儿打，手持械，人伤情况不明。请民警到场处理。
369,报警人被女儿打，请民警到场处理。
370,被女儿打了，请民警到场处理。
371,报警人称被女儿打，请民警到场处理
372,报警人被女儿打，请民警到场处理。25162
373,报警人称被其女儿打，请民警到场处理。(内线：25126）
374,报警人称被女儿打，持械不明，请民警到场处理。请携带必要的个人防护装备，并注意自身安全。
375,报警人被女儿打伤。持刀，无需120。请民警到场处理。请民警带好必要的防护设备，并且注意自身安全。
376,称孙女多次被女儿打伤，请民警到场处理。(请携带必要的个人防护装备，并注意自身安全)
377,报警人称被女儿打，现跑出来，在天钥桥路近辛耕路的肯德基门口等候，请民警到场处理。
378,被女儿打，1人伤。请携带必要的防护装备，并请注意自身安全。请民警到场处理。（２２６７４）
379,报警人被其女儿打伤，持械，无需救护，请民警到场处理并注意自身安全。（内线：22573）
380,报警人被女儿打，请民警到场并注意自身安全。
381,报警人被女儿打，无持械，受伤无需救护，请民警注意自身安全。
382,被女儿打伤，拿棍子，请民警到场处理。(请携带必要的个人防护装备，并注意自身安全)
383,报警人被女儿打，请民警到场处理并注意自身安全。
384,报警人被女儿打，手伤，无需救护，并砸家中的东西，现人在场，请民警到场处理。
385,被其女儿打，人无事，双方在场，请民警到场处理。（内线：22653）
386,报警人被女儿打，请民警到场处理。
387,报警人被女儿打。（座机：２２６５３）
388,异地报：父亲（82岁）被女儿打，请民警到场处理。
389,报警人被女儿打 （自动中断） 22647
390,报警人被女儿打。请民警到场处理。请民警注意自身安全。
391,邻居报，1老太被女儿打，请民警到场处理。（25126）
392,报警人被女儿打，无持械，人伤无需120，请民警到场处理。(请携带必要的个人防护装备，并注意自身安全)
393,报警人称被女儿打，请民警到场处理。持械不明，请民警携带必要的个人防护装备，并注意自身安全。
394,异地代报：接到亲戚电话，被女儿打，具体不明（现场电话：58924006）
395,报警人称被女儿打了，未持械，无需救护，请民警到场处理。
396,报警人被女儿打，请民警注意自身安全
397,报警人被女儿打 请民警到场处理。
398,报警人被女儿打，请民警到场处理。
399,被女儿打，无需救护 请民警到场处理。（内线：25158）
400,报警人（70多岁）被女儿打，人躺在地上爬不起来，无需救护车，请民警到场处理并注意自身安全。
401,被其女儿打，无需救护，其女儿已离开，请民警到场处理。
402,报警人被女儿打，请民警到场处理。
403,报警人被女儿打伤，请民警到场处理并注意自身安全。
404,报警人（怀孕2个月）和老公（外国人）的女儿（外国人前妻生）发生纠纷，报警人被女儿打，报警人老公不在，人无伤，请民警到场处理。
405,报警人80岁，被女儿打，请民警到场处理。
406,报警人被女儿打，请民警到场处理。（内线：22679）
407,报警人被女儿打耳光，请民警到场处理。
408,与女儿因家庭锁事发生纠纷，称昨天被女儿打，请民警到场处理。
409,报警人被女儿打。请民警到场处理。请民警到场处理并注意自身安全。（22534）
410,被女儿打，未持械，无人伤，请民警到场处理。（内线：22673）
411,报警人被女儿打，请民警到场处理。
412,报警人被女儿打伤，持瓶子砸东西。无需120。请民警到场处理。请民警带好必要的防护设备，并且注意自身安全。（内线：22676）
413,报警人称被女儿打，手持凳子椅子，1人轻伤无需救护，请民警到场处理并注意自身安全。（内线：22644）
414,报警人称被女儿打伤，无需120，请民警注意自身安全。（２５２４１）
415,报警人被女儿打，请民警注意自身安全
416,报警人被女儿打，请民警到场处理。（内线：22642）
417,被女儿打，砸东西，请民警到场处理并注意自身安全。（内线：25242）
418,报警人称其被女儿打，请民警到场处理。
419,报警人被女儿打，持凳子，请民警到场处理并注意自身安全。
420,报警人被女儿打，人伤，无需救护，请民警到场处理。请民警注意自身安全
421,报警人被女儿打，人被关门外，请民警到场处理。
422,报警人被女儿打(内线：22677)
423,报警人被女儿打。请民警到场处理。
424,报警人称被女儿打断了腿，电话中断，按装机地址处警，请民警到场处理。已通知120，若民警到场无需120，请电告110或120.
425,报警人被女儿打，请民警注意自身安全（２２６８９）
426,报警人称被女儿打，持械，人伤情况不详，请民警到场处理并注意自身安全。
427,被其女儿打，无需救护，双方人在，请民警到场处理。（内线：22653）
428,报警人被女儿打 请民警到场处理。
429,报警人被女儿打. 持榔头 请携带必要的防护装备，并请注意自身安全。 上址门口等
430,报警人（老人）是小区住户，现称被女儿打，人伤，无需救护，请民警到场处理。
